date,state,district,pincode,demo_age_5_17,demo_age_17_,match
18-09-2025,bihar,nalanda,803204,0,23,False
18-09-2025,bihar,nalanda,805130,0,6,False
18-09-2025,bihar,nawada,805130,17,261,False
18-09-2025,bihar,patna,800018,0,5,False
18-09-2025,bihar,patna,801502,1,51,False
18-09-2025,bihar,samastipur,848237,0,4,False
18-09-2025,bihar,vaishali,844131,2,3,False
18-09-2025,bihar,vaishali,844134,0,4,False
18-09-2025,bihar,vaishali,844139,0,4,False
18-09-2025,chhattisgarh,bilaspur,495223,1,3,False
18-09-2025,chhattisgarh,korba,495678,0,4,False
18-09-2025,chhattisgarh,mohla-manpur-ambagarh chouki,491666,1,17,False
18-09-2025,chhattisgarh,sukma,494111,3,73,False
18-09-2025,chhattisgarh,sukma,494115,0,5,False
18-09-2025,chhattisgarh,uttar bastar kanker,494230,1,5,False
18-09-2025,dadra and nagar haveli and daman and diu,dadra and nagar haveli,396193,0,6,False
18-09-2025,dadra and nagar haveli and daman and diu,dadra and nagar haveli,396235,5,12,False
18-09-2025,dadra and nagar haveli and daman and diu,dadra and nagar haveli,396230,1,14,False
18-09-2025,dadra and nagar haveli and daman and diu,dadra and nagar haveli,396240,1,2,False
18-09-2025,dadra and nagar haveli and daman and diu,diu,362520,0,2,False
18-09-2025,gujarat,ahmedabad,363610,0,1,False
18-09-2025,gujarat,ahmedabad,382440,1,30,False
18-09-2025,gujarat,amreli,365545,0,2,False
18-09-2025,gujarat,amreli,365660,0,2,False
18-09-2025,gujarat,junagadh,362266,0,4,False
17-09-2025,gujarat,rajkot,364485,0,2,False
17-09-2025,gujarat,surat,394220,1,2,False
17-09-2025,gujarat,surendranagar,382750,0,1,False
17-09-2025,himachal pradesh,kangra,176219,0,3,False
17-09-2025,himachal pradesh,mandi,171302,2,3,False
17-09-2025,himachal pradesh,mandi,171304,1,7,False
17-09-2025,himachal pradesh,mandi,176122,1,0,False
17-09-2025,himachal pradesh,sirmaur,173020,0,2,False
17-09-2025,himachal pradesh,sirmaur,173028,0,1,False
17-09-2025,jharkhand,dhanbad,828308,0,1,False
17-09-2025,jharkhand,dumka,814145,0,11,False
17-09-2025,jharkhand,east singhbhum,832110,0,6,False
17-09-2025,jharkhand,garhwa,822127,0,3,False
17-09-2025,jharkhand,gumla,835201,0,3,False
17-09-2025,jharkhand,latehar,822127,0,6,False
17-09-2025,karnataka,hassan,573150,0,2,False
17-09-2025,karnataka,koppal,584130,0,2,False
17-09-2025,karnataka,koppal,584131,0,3,False
17-09-2025,kerala,alappuzha,688012,0,1,False
17-09-2025,tamil nadu,the nilgiris,643228,0,1,False
17-09-2025,tamil nadu,tiruchirappalli,621303,0,2,False
17-09-2025,telangana,nagarkurnool,509401,0,9,False
17-09-2025,uttar pradesh,azamgarh,224166,0,5,False
17-09-2025,uttar pradesh,baghpat,250515,5,16,False
17-09-2025,uttar pradesh,bijnor,246768,0,2,False
17-09-2025,uttar pradesh,budaun,202520,11,34,False
17-09-2025,uttar pradesh,budaun,202526,3,38,False
17-09-2025,uttar pradesh,bulandshahr,202390,11,48,False
17-09-2025,uttar pradesh,bulandshahr,202394,11,61,False
17-09-2025,uttar pradesh,bulandshahr,202395,3,27,False
17-09-2025,uttar pradesh,bulandshahr,245411,1,12,False
17-09-2025,uttar pradesh,farrukhabad,207501,7,36,False
17-09-2025,uttar pradesh,fatehpur,212662,1,8,False
17-09-2025,uttar pradesh,fatehpur,212666,0,6,False
17-09-2025,uttar pradesh,firozabad,205151,13,45,False
17-09-2025,uttar pradesh,jaunpur,222113,0,3,False
17-09-2025,uttar pradesh,jaunpur,223106,0,1,False
17-09-2025,mizoram,lawngtlai,796772,0,2,False
17-09-2025,mizoram,lawngtlai,796810,0,2,False
17-09-2025,mizoram,lunglei,796581,0,1,False
17-09-2025,puducherry,puducherry,605012,0,1,False
17-09-2025,puducherry,puducherry,673311,0,1,False
17-09-2025,punjab,amritsar,143003,0,1,False
17-09-2025,punjab,amritsar,143104,2,3,False
17-09-2025,punjab,amritsar,143110,1,17,False
17-09-2025,rajasthan,alwar,301712,0,4,False
17-09-2025,rajasthan,pratapgarh,313611,4,24,False
17-09-2025,tamil nadu,cuddalore,606112,0,3,False
17-09-2025,tamil nadu,kancheepuram,603404,0,1,False
17-09-2025,tamil nadu,karur,639003,1,5,False
17-09-2025,tamil nadu,karur,639106,0,1,False
18-09-2025,maharashtra,pune,412114,3,17,False
18-09-2025,maharashtra,thane,401206,0,1,False
18-09-2025,maharashtra,thane,421003,0,2,False
18-09-2025,mizoram,kolasib,796075,1,1,False
18-09-2025,mizoram,lawngtlai,796772,2,3,False
18-09-2025,punjab,hoshiarpur,144203,1,2,False
18-09-2025,rajasthan,chittorgarh,323306,2,4,False
18-09-2025,rajasthan,ganganagar,335023,0,3,False
18-09-2025,rajasthan,ganganagar,335771,2,6,False
18-09-2025,rajasthan,jaipur,302023,0,1,False
18-09-2025,tamil nadu,chengalpattu,603202,1,8,False
17-09-2025,uttar pradesh,lucknow,227115,9,60,False
17-09-2025,uttar pradesh,lucknow,227125,4,30,False
17-09-2025,uttar pradesh,lucknow,227308,6,18,False
17-09-2025,uttar pradesh,moradabad,202410,0,1,False
17-09-2025,uttar pradesh,moradabad,202411,10,105,False
17-09-2025,uttar pradesh,moradabad,202412,1,0,False
17-09-2025,uttar pradesh,moradabad,202414,2,6,False
17-09-2025,uttar pradesh,moradabad,202415,1,12,False
17-09-2025,uttar pradesh,rampur,243701,24,161,False
17-09-2025,uttar pradesh,sambhal,202523,1,21,False
17-09-2025,uttar pradesh,unnao,241503,12,99,False
17-09-2025,uttarakhand,haridwar,247662,2,15,False
17-09-2025,uttarakhand,nainital,263002,5,10,False
17-09-2025,uttarakhand,udham singh nagar,263146,0,1,False
17-09-2025,west bengal,bankura,722110,1,1,False
17-09-2025,west bengal,dakshin dinajpur,733131,0,1,False
17-09-2025,west bengal,darjeeling,734227,0,1,False
17-09-2025,west bengal,hooghly,712418,0,2,False
17-09-2025,west bengal,jalpaiguri,735139,0,3,False
17-09-2025,west bengal,jalpaiguri,735306,0,1,False
17-09-2025,west bengal,jhargram,721502,1,1,False
17-09-2025,west bengal,jhargram,721518,0,1,False
17-09-2025,west bengal,kalimpong,734317,0,2,False
17-09-2025,west bengal,malda,732147,0,2,False
17-09-2025,west bengal,murshidabad,742157,0,36,False
17-09-2025,west bengal,murshidabad,742190,0,6,False
17-09-2025,west bengal,murshidabad,742231,1,5,False
17-09-2025,west bengal,north 24 parganas,743195,1,6,False
17-09-2025,west bengal,paschim medinipur,721254,1,0,False
17-09-2025,west bengal,paschim medinipur,721502,0,1,False
17-09-2025,west bengal,paschim medinipur,721518,0,1,False
17-09-2025,west bengal,south 24 parganas,743385,2,5,False
17-09-2025,west bengal,south 24 parganas,743606,0,4,False
17-09-2025,west bengal,uttar dinajpur,733211,3,22,False
17-09-2025,west bengal,uttar dinajpur,733252,0,1,False
18-09-2025,andhra pradesh,alluri sitharama raju,507134,0,1,False
18-09-2025,andhra pradesh,alluri sitharama raju,507135,0,4,False
17-09-2025,kerala,kozhikode,673615,0,1,False
17-09-2025,kerala,thiruvananthapuram,695581,1,3,False
17-09-2025,madhya pradesh,dhar,454345,0,2,False
17-09-2025,madhya pradesh,niwari,472338,0,3,False
17-09-2025,madhya pradesh,umaria,484552,0,6,False
17-09-2025,maharashtra,nagpur,441002,3,15,False
17-09-2025,maharashtra,pune,412114,1,15,False
18-09-2025,kerala,kozhikode,673019,2,21,False
18-09-2025,madhya pradesh,bhopal,462032,0,1,False
18-09-2025,madhya pradesh,chhindwara,480553,0,1,False
18-09-2025,madhya pradesh,dhar,454365,1,2,False
18-09-2025,madhya pradesh,shajapur,465440,1,4,False
18-09-2025,maharashtra,jalgaon,424116,0,3,False
18-09-2025,maharashtra,mumbai,400036,0,1,False
18-09-2025,gujarat,mahesana,382840,0,4,False
18-09-2025,gujarat,mahesana,384205,1,1,False
18-09-2025,gujarat,mahesana,384212,0,8,False
18-09-2025,gujarat,rajkot,364490,1,2,False
18-09-2025,gujarat,surat,394230,4,39,False
18-09-2025,gujarat,surat,395345,0,1,False
18-09-2025,gujarat,vadodara,390008,1,4,False
18-09-2025,himachal pradesh,mandi,171303,0,1,False
18-09-2025,jammu and kashmir,anantnag,192102,0,2,False
18-09-2025,jammu and kashmir,srinagar,191123,0,1,False
18-09-2025,jharkhand,dumka,814145,4,49,False
18-09-2025,jharkhand,east singhbhum,832110,5,15,False
18-09-2025,jharkhand,garhwa,822127,0,5,False
18-09-2025,jharkhand,ramgarh,829117,1,17,False
18-09-2025,karnataka,mysuru,570021,0,1,False
19-09-2025,chandigarh,chandigarh,160003,1,2,False
19-09-2025,chandigarh,chandigarh,160055,1,2,False
19-09-2025,chandigarh,chandigarh,160062,0,1,False
19-09-2025,chhattisgarh,bastar,494115,1,40,False
19-09-2025,chhattisgarh,bilaspur,495223,0,8,False
19-09-2025,dadra and nagar haveli and daman and diu,dadra and nagar haveli,396235,1,5,False
19-09-2025,dadra and nagar haveli and daman and diu,dadra and nagar haveli,396235,1,1,False
19-09-2025,dadra and nagar haveli and daman and diu,daman,396210,0,9,False
19-09-2025,dadra and nagar haveli and daman and diu,daman,396210,1,4,False
19-09-2025,gujarat,ahmedabad,387810,5,32,False
19-09-2025,gujarat,amreli,365660,0,2,False
19-09-2025,gujarat,amreli,365665,0,1,False
19-09-2025,gujarat,gandhinagar,382024,1,5,False
19-09-2025,gujarat,junagadh,362229,1,0,False
19-09-2025,gujarat,junagadh,362266,0,3,False
19-09-2025,gujarat,kachchh,370640,0,17,False
19-09-2025,gujarat,mahesana,382715,7,58,False
19-09-2025,gujarat,mahesana,382820,0,5,False
19-09-2025,gujarat,mahesana,384212,0,5,False
19-09-2025,gujarat,mahesana,384215,0,2,False
19-09-2025,gujarat,narmada,391121,0,6,False
19-09-2025,gujarat,rajkot,364470,0,2,False
19-09-2025,haryana,bhiwani,127110,0,2,False
19-09-2025,haryana,panchkula,134115,0,3,False
19-09-2025,himachal pradesh,mandi,171302,2,5,False
19-09-2025,himachal pradesh,mandi,176126,1,8,False
17-09-2025,uttar pradesh,baghpat,250645,7,47,False
17-09-2025,uttar pradesh,bara banki,227131,5,50,False
17-09-2025,uttar pradesh,bijnor,246765,0,4,False
17-09-2025,uttar pradesh,budaun,202523,18,97,False
17-09-2025,uttar pradesh,budaun,202525,12,31,False
17-09-2025,uttar pradesh,bulandshahr,202389,3,17,False
17-09-2025,uttar pradesh,bulandshahr,202391,2,6,False
17-09-2025,uttar pradesh,bulandshahr,202392,15,50,False
17-09-2025,uttar pradesh,bulandshahr,202397,4,28,False
17-09-2025,uttar pradesh,bulandshahr,245405,11,37,False
17-09-2025,uttar pradesh,bulandshahr,245407,4,14,False
17-09-2025,uttar pradesh,farrukhabad,205302,4,21,False
17-09-2025,uttar pradesh,farrukhabad,207502,1,37,False
17-09-2025,uttar pradesh,fatehpur,212623,2,0,False
17-09-2025,uttar pradesh,fatehpur,212660,2,6,False
17-09-2025,uttar pradesh,firozabad,205130,3,19,False
17-09-2025,uttar pradesh,firozabad,215126,0,33,False
17-09-2025,uttar pradesh,jaunpur,222102,0,10,False
17-09-2025,uttar pradesh,lucknow,227111,5,49,False
17-09-2025,uttar pradesh,lucknow,227116,4,27,False
17-09-2025,uttar pradesh,lucknow,227205,7,57,False
17-09-2025,uttar pradesh,lucknow,227309,3,18,False
17-09-2025,uttar pradesh,mainpuri,206301,8,33,False
17-09-2025,uttar pradesh,rampur,202411,0,7,False
17-09-2025,uttar pradesh,sambhal,202411,3,14,False
17-09-2025,uttar pradesh,sambhal,202412,14,82,False
17-09-2025,uttar pradesh,sant kabir nagar,272170,2,18,False
17-09-2025,uttar pradesh,shahjahanpur,242123,1,5,False
17-09-2025,uttar pradesh,unnao,229503,2,16,False
17-09-2025,uttar pradesh,unnao,229881,3,18,False
17-09-2025,uttar pradesh,varanasi,221210,0,1,False
17-09-2025,west bengal,bankura,722111,0,1,False
17-09-2025,west bengal,bankura,722145,1,14,False
17-09-2025,west bengal,bankura,722163,1,1,False
17-09-2025,west bengal,bankura,722175,0,1,False
17-09-2025,west bengal,bankura,722182,0,1,False
17-09-2025,west bengal,birbhum,731213,5,67,False
17-09-2025,west bengal,birbhum,731239,0,1,False
17-09-2025,west bengal,cooch behar,736174,0,2,False
17-09-2025,west bengal,dakshin dinajpur,733150,0,2,False
17-09-2025,west bengal,dakshin dinajpur,733153,0,2,False
17-09-2025,west bengal,darjeeling,734319,0,1,False
18-09-2025,jharkhand,ramgarh,825101,0,43,False
18-09-2025,karnataka,koppal,584130,0,2,False
18-09-2025,karnataka,koppal,584166,0,1,False
18-09-2025,karnataka,mandya,571437,0,1,False
18-09-2025,kerala,kottayam,686142,0,1,False
18-09-2025,kerala,kozhikode,673615,0,3,False
18-09-2025,madhya pradesh,dhar,454129,0,1,False
18-09-2025,madhya pradesh,jhabua,457893,0,1,False
19-09-2025,assam,goalpara,783121,1,12,False
19-09-2025,assam,jorhat,785005,0,1,False
19-09-2025,bihar,banka,813115,0,1,False
19-09-2025,bihar,banka,813116,0,4,False
19-09-2025,bihar,banka,813117,0,6,False
19-09-2025,bihar,banka,813224,1,21,False
19-09-2025,bihar,begusarai,851119,1,8,False
19-09-2025,bihar,begusarai,851219,1,7,False
19-09-2025,bihar,bhagalpur,813206,0,16,False
19-09-2025,bihar,jehanabad,804433,0,5,False
19-09-2025,bihar,muzaffarpur,843153,0,26,False
19-09-2025,bihar,muzaffarpur,843161,0,10,False
19-09-2025,bihar,nalanda,805130,0,3,False
19-09-2025,bihar,saharsa,852210,0,6,False
19-09-2025,bihar,saran,841105,0,1,False
19-09-2025,bihar,saran,841433,0,4,False
19-09-2025,bihar,vaishali,844131,1,9,False
19-09-2025,chhattisgarh,bastar,494226,0,1,False
19-09-2025,chhattisgarh,dakshin bastar dantewada,494115,1,0,False
19-09-2025,chhattisgarh,dakshin bastar dantewada,494552,2,31,False
19-09-2025,chhattisgarh,gariyaband,494226,0,1,False
19-09-2025,chhattisgarh,korba,495453,0,4,False
19-09-2025,chhattisgarh,narayanpur,494661,5,97,False
19-09-2025,chhattisgarh,rajnandgaon,491666,8,56,False
19-09-2025,dadra and nagar haveli and daman and diu,dadra and nagar haveli,396193,0,4,False
19-09-2025,dadra and nagar haveli and daman and diu,daman,396210,1,2,False
19-09-2025,dadra and nagar haveli and daman and diu,diu,362520,0,1,False
19-09-2025,dadra and nagar haveli and daman and diu,daman,396215,1,3,False
19-09-2025,dadra and nagar haveli and daman and diu,diu,362540,0,3,False
19-09-2025,goa,north goa,403004,0,2,False
19-09-2025,gujarat,ahmedabad,363610,1,7,False
19-09-2025,gujarat,arvalli,383350,0,11,False
19-09-2025,gujarat,junagadh,362725,0,2,False
19-09-2025,gujarat,mahesana,382730,0,10,False
19-09-2025,gujarat,mahesana,382732,2,11,False
19-09-2025,gujarat,mahesana,382815,2,3,False
19-09-2025,gujarat,mahesana,382840,4,5,False
19-09-2025,gujarat,mahesana,382870,3,21,False
19-09-2025,gujarat,mahesana,384210,0,8,False
19-09-2025,gujarat,surat,394111,0,3,False
19-09-2025,haryana,ambala,133021,0,4,False
19-09-2025,himachal pradesh,mandi,174401,0,3,False
19-09-2025,himachal pradesh,mandi,176120,4,15,False
17-09-2025,west bengal,hooghly,712158,0,1,False
17-09-2025,west bengal,hooghly,712426,0,1,False
17-09-2025,west bengal,hooghly,712707,1,5,False
17-09-2025,west bengal,hooghly,712708,0,2,False
17-09-2025,west bengal,howrah,711416,0,2,False
17-09-2025,west bengal,kalimpong,734319,0,1,False
17-09-2025,west bengal,malda,732212,0,5,False
17-09-2025,west bengal,murshidabad,742234,1,10,False
17-09-2025,west bengal,murshidabad,742307,0,2,False
17-09-2025,west bengal,paschim medinipur,721165,0,2,False
17-09-2025,west bengal,paschim medinipur,721466,0,3,False
17-09-2025,west bengal,purba bardhaman,713157,0,1,False
17-09-2025,west bengal,south 24 parganas,743398,0,4,False
17-09-2025,west bengal,uttar dinajpur,733212,0,7,False
17-09-2025,west bengal,uttar dinajpur,733214,1,24,False
17-09-2025,west bengal,uttar dinajpur,733216,0,23,False
18-09-2025,andhra pradesh,alluri sitharama raju,507121,0,4,False
18-09-2025,andhra pradesh,east godavari,507134,0,4,False
18-09-2025,andhra pradesh,sri potti sriramulu nellore,524218,1,0,False
18-09-2025,andhra pradesh,west godavari,507114,2,7,False
18-09-2025,assam,dhemaji,786110,1,40,False
18-09-2025,puducherry,puducherry,605106,1,0,False
18-09-2025,puducherry,puducherry,605110,3,17,False
18-09-2025,punjab,amritsar,143003,0,1,False
18-09-2025,punjab,amritsar,143104,0,2,False
18-09-2025,punjab,jalandhar,144012,0,7,False
18-09-2025,rajasthan,jaipur,302032,0,7,False
18-09-2025,rajasthan,jaipur,303802,0,3,False
18-09-2025,rajasthan,pratapgarh,313611,0,37,False
18-09-2025,tamil nadu,chennai,600029,2,11,False
18-09-2025,tamil nadu,kancheepuram,603202,2,26,False
18-09-2025,tamil nadu,madurai,625705,0,6,False
18-09-2025,tamil nadu,nagapattinam,609601,0,2,False
18-09-2025,tamil nadu,pudukkottai,622408,1,1,False
18-09-2025,tamil nadu,the nilgiris,643228,0,2,False
18-09-2025,tamil nadu,tirunelveli,627659,0,2,False
18-09-2025,madhya pradesh,raisen,464776,1,7,False
18-09-2025,maharashtra,amravati,444728,1,1,False
18-09-2025,maharashtra,chandrapur,441228,0,4,False
18-09-2025,maharashtra,jalgaon,424209,0,3,False
18-09-2025,maharashtra,jalgaon,425127,1,2,False
18-09-2025,maharashtra,kolhapur,416117,0,1,False
18-09-2025,maharashtra,mumbai,400090,0,1,False
18-09-2025,maharashtra,nagpur,440028,0,2,False
18-09-2025,maharashtra,nagpur,441002,0,7,False
18-09-2025,maharashtra,thane,421001,0,18,False
18-09-2025,odisha,sambalpur,768026,0,2,False
19-09-2025,madhya pradesh,gwalior,474005,1,14,False
19-09-2025,madhya pradesh,panna,488051,0,1,False
19-09-2025,madhya pradesh,sagar,470111,0,3,False
19-09-2025,madhya pradesh,shajapur,465440,0,4,False
19-09-2025,maharashtra,jalgaon,424209,1,9,False
19-09-2025,maharashtra,jalgaon,425127,0,5,False
19-09-2025,maharashtra,kolhapur,416117,1,1,False
19-09-2025,maharashtra,nagpur,441002,1,19,False
19-09-2025,maharashtra,thane,401104,0,2,False
19-09-2025,mizoram,champhai,796290,0,5,False
19-09-2025,odisha,sambalpur,768026,0,8,False
20-09-2025,gujarat,vadodara,390008,0,8,False
20-09-2025,gujarat,valsad,396230,0,1,False
20-09-2025,gujarat,valsad,396240,0,1,False
20-09-2025,himachal pradesh,mandi,171302,2,6,False
20-09-2025,himachal pradesh,mandi,176120,1,9,False
20-09-2025,jammu and kashmir,pulwama,192306,0,1,False
20-09-2025,jharkhand,gumla,835324,13,73,False
20-09-2025,jharkhand,lohardaga,835304,0,1,False
20-09-2025,karnataka,dakshina kannada,574169,0,2,False
20-09-2025,karnataka,koppal,584131,0,1,False
20-09-2025,kerala,alappuzha,688012,0,1,False
19-09-2025,tamil nadu,viluppuram,605107,0,2,False
19-09-2025,telangana,jangoan,506313,0,2,False
19-09-2025,telangana,suryapet,508222,0,29,False
19-09-2025,uttar pradesh,baghpat,250602,0,1,False
19-09-2025,uttar pradesh,baghpat,250645,6,43,False
19-09-2025,uttar pradesh,bijnor,246765,0,8,False
19-09-2025,uttar pradesh,budaun,202524,11,53,False
19-09-2025,uttar pradesh,budaun,202526,6,34,False
19-09-2025,uttar pradesh,bulandshahr,245403,2,21,False
19-09-2025,uttar pradesh,bulandshahr,245405,3,32,False
19-09-2025,uttar pradesh,bulandshahr,245408,10,39,False
19-09-2025,uttar pradesh,bulandshahr,245409,4,25,False
19-09-2025,uttar pradesh,fatehpur,212660,1,4,False
19-09-2025,uttar pradesh,fatehpur,212666,1,5,False
19-09-2025,uttar pradesh,fatehpur,216221,19,76,False
19-09-2025,uttar pradesh,jaunpur,222101,5,4,False
19-09-2025,uttar pradesh,jaunpur,222103,0,1,False
19-09-2025,uttar pradesh,jaunpur,222107,4,11,False
19-09-2025,uttar pradesh,kanpur dehat,209715,11,47,False
19-09-2025,uttar pradesh,lucknow,227125,8,47,False
19-09-2025,uttar pradesh,lucknow,227309,2,31,False
19-09-2025,uttar pradesh,mainpuri,206302,10,46,False
19-09-2025,uttar pradesh,mainpuri,215126,1,1,False
19-09-2025,uttar pradesh,mau,121705,8,12,False
19-09-2025,uttar pradesh,moradabad,202411,13,84,False
19-09-2025,uttar pradesh,moradabad,202415,5,5,False
19-09-2025,uttar pradesh,prayagraj,228411,1,0,False
19-09-2025,uttar pradesh,rampur,243701,24,109,False
19-09-2025,uttar pradesh,sambhal,202410,8,101,False
19-09-2025,uttar pradesh,unnao,209506,4,21,False
19-09-2025,uttar pradesh,unnao,229502,1,7,False
19-09-2025,uttar pradesh,varanasi,221209,1,0,False
19-09-2025,uttarakhand,haridwar,246763,0,3,False
19-09-2025,west bengal,bankura,722168,0,1,False
19-09-2025,west bengal,bankura,722171,0,5,False
19-09-2025,west bengal,bankura,722174,0,2,False
19-09-2025,west bengal,birbhum,731213,11,41,False
20-09-2025,arunachal pradesh,upper siang,792061,0,2,False
20-09-2025,bihar,begusarai,851122,1,23,False
20-09-2025,bihar,begusarai,851219,4,11,False
20-09-2025,bihar,bhagalpur,813112,0,11,False
20-09-2025,bihar,gaya,805130,0,1,False
20-09-2025,bihar,jehanabad,804433,0,5,False
20-09-2025,bihar,lakhisarai,811315,2,25,False
20-09-2025,bihar,munger,813321,5,57,False
20-09-2025,bihar,muzaffarpur,843161,3,6,False
20-09-2025,bihar,nalanda,803204,1,2,False
20-09-2025,bihar,nawada,805130,7,79,False
20-09-2025,bihar,patna,800111,3,33,False
20-09-2025,bihar,patna,803206,2,4,False
20-09-2025,bihar,samastipur,848111,0,4,False
20-09-2025,bihar,samastipur,848118,0,2,False
20-09-2025,bihar,saran,841105,0,2,False
20-09-2025,bihar,sitamarhi,843351,0,3,False
20-09-2025,bihar,vaishali,844139,1,3,False
20-09-2025,chandigarh,chandigarh,160062,0,1,False
20-09-2025,chandigarh,chandigarh,160103,0,4,False
20-09-2025,chhattisgarh,bastar,494005,2,14,False
20-09-2025,chhattisgarh,bijapur,494444,5,21,False
20-09-2025,chhattisgarh,bijapur,494448,0,2,False
20-09-2025,chhattisgarh,bilaspur,495223,0,4,False
20-09-2025,chhattisgarh,rajnandgaon,491666,4,20,False
20-09-2025,chhattisgarh,sukma,494115,2,8,False
20-09-2025,chhattisgarh,uttar bastar kanker,494230,0,7,False
20-09-2025,dadra and nagar haveli and daman and diu,dadra and nagar haveli,396193,0,1,False
20-09-2025,dadra and nagar haveli and daman and diu,dadra and nagar haveli,396230,5,34,False
20-09-2025,dadra and nagar haveli and daman and diu,dadra and nagar haveli,396230,0,15,False
20-09-2025,dadra and nagar haveli and daman and diu,daman,396210,0,8,False
20-09-2025,dadra and nagar haveli and daman and diu,daman,396220,0,1,False
20-09-2025,dadra and nagar haveli and daman and diu,daman,396210,2,5,False
20-09-2025,gujarat,ahmedabad,363425,2,0,False
20-09-2025,gujarat,ahmedabad,363610,0,2,False
20-09-2025,gujarat,ahmedabad,387810,2,11,False
20-09-2025,gujarat,amreli,365660,0,2,False
20-09-2025,gujarat,botad,363610,1,0,False
20-09-2025,gujarat,mahesana,382165,1,5,False
20-09-2025,gujarat,mahesana,382705,0,10,False
20-09-2025,gujarat,mahesana,382710,0,7,False
20-09-2025,gujarat,mahesana,382715,9,37,False
20-09-2025,gujarat,navsari,396424,1,1,False
20-09-2025,gujarat,rajkot,364465,0,2,False
20-09-2025,gujarat,rajkot,364470,0,1,False
20-09-2025,gujarat,surat,394111,1,1,False
19-09-2025,puducherry,yanam,533464,0,2,False
19-09-2025,puducherry,puducherry,605014,0,1,False
19-09-2025,puducherry,puducherry,605106,0,4,False
19-09-2025,punjab,hoshiarpur,144203,0,7,False
19-09-2025,punjab,jalandhar,144004,0,17,False
19-09-2025,punjab,jalandhar,144013,1,1,False
19-09-2025,punjab,ludhiana,141124,0,4,False
19-09-2025,rajasthan,jaipur,302023,0,3,False
19-09-2025,rajasthan,pratapgarh,313605,2,38,False
19-09-2025,rajasthan,pratapgarh,313611,1,32,False
19-09-2025,tamil nadu,chengalpattu,603202,4,17,False
19-09-2025,tamil nadu,chennai,600029,2,6,False
19-09-2025,tamil nadu,coimbatore,642124,0,1,False
19-09-2025,tamil nadu,cuddalore,607402,0,2,False
19-09-2025,tamil nadu,kallakurichi,606107,0,3,False
19-09-2025,tamil nadu,kancheepuram,603202,3,26,False
19-09-2025,tamil nadu,kanniyakumari,629806,1,0,False
19-09-2025,tamil nadu,nagapattinam,609601,0,1,False
19-09-2025,tamil nadu,the nilgiris,643104,0,5,False
19-09-2025,tamil nadu,theni,625582,3,16,False
20-09-2025,puducherry,puducherry,605106,1,2,False
20-09-2025,puducherry,puducherry,670671,0,1,False
20-09-2025,punjab,jalandhar,144013,0,6,False
20-09-2025,rajasthan,ganganagar,335705,0,2,False
20-09-2025,rajasthan,pratapgarh,313605,2,29,False
20-09-2025,tamil nadu,chengalpattu,603202,3,17,False
20-09-2025,tamil nadu,chennai,600080,1,5,False
20-09-2025,tamil nadu,kancheepuram,600114,3,5,False
20-09-2025,tamil nadu,kanniyakumari,629305,1,1,False
20-09-2025,tamil nadu,nagapattinam,611117,0,1,False
20-09-2025,tamil nadu,the nilgiris,643232,1,0,False
20-09-2025,tamil nadu,theni,625582,1,6,False
20-09-2025,madhya pradesh,gwalior,474005,3,9,False
20-09-2025,madhya pradesh,panna,488058,6,18,False
20-09-2025,maharashtra,mumbai,401610,0,1,False
20-09-2025,maharashtra,thane,401104,0,1,False
20-09-2025,maharashtra,thane,421304,0,1,False
20-09-2025,mizoram,aizawl,796005,2,4,False
20-09-2025,mizoram,lawngtlai,796810,1,5,False
20-09-2025,tamil nadu,kancheepuram,603202,14,23,False
20-09-2025,tamil nadu,madurai,625705,1,14,False
20-09-2025,tamil nadu,pudukkottai,622408,1,1,False
20-09-2025,tamil nadu,sivaganga,630004,1,1,False
20-09-2025,tamil nadu,sivaganga,630006,0,1,False
20-09-2025,tamil nadu,virudhunagar,626145,0,1,False
20-09-2025,uttar pradesh,baghpat,250645,5,33,False
20-09-2025,uttar pradesh,budaun,202523,3,38,False
20-09-2025,uttar pradesh,budaun,202524,7,53,False
20-09-2025,uttar pradesh,budaun,202525,8,46,False
20-09-2025,uttar pradesh,budaun,202526,6,28,False
20-09-2025,uttar pradesh,budaun,243621,2,8,False
20-09-2025,uttar pradesh,bulandshahr,202392,9,20,False
20-09-2025,uttar pradesh,bulandshahr,245401,0,11,False
20-09-2025,uttar pradesh,fatehpur,216221,7,51,False
20-09-2025,uttar pradesh,firozabad,205151,5,34,False
20-09-2025,uttar pradesh,jaunpur,222108,1,4,False
20-09-2025,uttar pradesh,kanpur dehat,209715,10,53,False
20-09-2025,uttar pradesh,lucknow,227107,2,52,False
20-09-2025,uttar pradesh,lucknow,227111,4,23,False
20-09-2025,uttar pradesh,lucknow,227116,3,19,False
20-09-2025,uttar pradesh,lucknow,227125,6,34,False
20-09-2025,uttar pradesh,lucknow,227309,3,18,False
20-09-2025,uttar pradesh,mainpuri,206302,10,28,False
20-09-2025,uttar pradesh,sambhal,202412,11,67,False
20-09-2025,uttar pradesh,sambhal,202527,4,27,False
20-09-2025,uttar pradesh,sultanpur,228172,1,0,False
20-09-2025,uttar pradesh,unnao,241503,8,71,False
20-09-2025,uttarakhand,dehradun,248144,0,1,False
20-09-2025,uttarakhand,dehradun,248202,0,1,False
20-09-2025,west bengal,bankura,722107,0,1,False
20-09-2025,west bengal,bankura,722163,0,1,False
