date,state,district,pincode,demo_age_5_17,demo_age_17_
01-12-2025,andhra pradesh,sri potti sriramulu nellore,524310,1,6
01-12-2025,andhra pradesh,sri potti sriramulu nellore,524311,3,2
01-12-2025,andhra pradesh,sri potti sriramulu nellore,524313,3,2
01-12-2025,andhra pradesh,sri potti sriramulu nellore,524315,2,13
01-12-2025,andhra pradesh,sri potti sriramulu nellore,524344,2,4
01-12-2025,andhra pradesh,sri potti sriramulu nellore,524404,0,8
01-12-2025,andhra pradesh,sri potti sriramulu nellore,524409,1,3
01-12-2025,andhra pradesh,y.s.r. kadapa,516002,3,7
01-12-2025,andhra pradesh,y.s.r. kadapa,516003,4,12
01-12-2025,andhra pradesh,y.s.r. kadapa,516213,0,2
01-12-2025,andhra pradesh,y.s.r. kadapa,516228,0,1
01-12-2025,andhra pradesh,y.s.r. kadapa,516309,0,9
01-12-2025,andhra pradesh,y.s.r. kadapa,516339,0,2
01-12-2025,andhra pradesh,y.s.r. kadapa,516396,0,1
01-12-2025,andhra pradesh,y.s.r. kadapa,516432,0,1
01-12-2025,andhra pradesh,y.s.r. kadapa,516433,2,0
01-12-2025,andhra pradesh,y.s.r. kadapa,516505,1,0
02-12-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502293,0,1
02-12-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502311,2,2
02-12-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502316,0,4
02-12-2025,andhra pradesh,sri potti sriramulu nellore,524004,7,40
02-12-2025,andhra pradesh,sri potti sriramulu nellore,524121,2,9
02-12-2025,andhra pradesh,sri potti sriramulu nellore,524137,1,9
02-12-2025,andhra pradesh,sri potti sriramulu nellore,524142,1,9
02-12-2025,andhra pradesh,sri potti sriramulu nellore,524227,1,2
02-12-2025,andhra pradesh,sri potti sriramulu nellore,524228,4,12
02-12-2025,andhra pradesh,sri potti sriramulu nellore,524230,7,10
02-12-2025,andhra pradesh,sri potti sriramulu nellore,524239,1,3
02-12-2025,andhra pradesh,sri potti sriramulu nellore,524309,0,3
02-12-2025,andhra pradesh,sri potti sriramulu nellore,524318,0,1
02-12-2025,andhra pradesh,sri potti sriramulu nellore,524320,0,6
02-12-2025,andhra pradesh,y.s.r. kadapa,516162,0,2
02-12-2025,andhra pradesh,y.s.r. kadapa,516175,0,3
02-12-2025,andhra pradesh,y.s.r. kadapa,516203,2,5
02-12-2025,andhra pradesh,y.s.r. kadapa,516213,0,1
01-12-2025,west bengal,cooch behar,735211,0,3
01-12-2025,west bengal,cooch behar,736121,0,1
01-12-2025,west bengal,cooch behar,736135,1,60
01-12-2025,west bengal,cooch behar,736156,0,26
01-12-2025,west bengal,cooch behar,736158,0,11
01-12-2025,west bengal,cooch behar,736159,0,38
01-12-2025,west bengal,cooch behar,736160,0,10
01-12-2025,west bengal,cooch behar,736166,0,3
01-12-2025,west bengal,cooch behar,736177,0,4
02-12-2025,jharkhand,saraikela kharsawan,831012,3,18
02-12-2025,jharkhand,saraikela kharsawan,833101,3,10
02-12-2025,jharkhand,saraikela kharsawan,833216,1,21
02-12-2025,jharkhand,saraikela kharsawan,832109,0,2
02-12-2025,jharkhand,saraikela kharsawan,832401,0,22
02-12-2025,jharkhand,saraikela kharsawan,833101,0,3
02-12-2025,jharkhand,saraikela kharsawan,833220,0,11
02-12-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502108,0,5
02-12-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502246,0,6
02-12-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502255,0,5
02-12-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502270,0,4
02-12-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502291,1,7
02-12-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502300,0,5
02-12-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502313,1,7
02-12-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502318,0,3
02-12-2025,andhra pradesh,sri potti sriramulu nellore,524002,11,31
02-12-2025,andhra pradesh,sri potti sriramulu nellore,524131,1,7
02-12-2025,andhra pradesh,sri potti sriramulu nellore,524134,0,11
02-12-2025,andhra pradesh,sri potti sriramulu nellore,524223,3,2
02-12-2025,andhra pradesh,sri potti sriramulu nellore,524225,0,5
02-12-2025,andhra pradesh,sri potti sriramulu nellore,524236,1,2
02-12-2025,andhra pradesh,sri potti sriramulu nellore,524307,1,4
02-12-2025,andhra pradesh,sri potti sriramulu nellore,524315,4,19
02-12-2025,andhra pradesh,sri potti sriramulu nellore,524322,5,11
02-12-2025,andhra pradesh,sri potti sriramulu nellore,524405,4,7
02-12-2025,andhra pradesh,sri potti sriramulu nellore,524406,0,9
02-12-2025,andhra pradesh,sri potti sriramulu nellore,524411,0,7
02-12-2025,andhra pradesh,y.s.r. kadapa,516003,1,17
02-12-2025,andhra pradesh,y.s.r. kadapa,516310,1,0
02-12-2025,andhra pradesh,y.s.r. kadapa,516321,0,1
02-12-2025,andhra pradesh,y.s.r. kadapa,516339,1,1
02-12-2025,andhra pradesh,y.s.r. kadapa,516360,1,16
02-12-2025,andhra pradesh,y.s.r. kadapa,516390,0,8
02-12-2025,andhra pradesh,y.s.r. kadapa,516401,0,1
02-12-2025,andhra pradesh,y.s.r. kadapa,516444,0,2
02-12-2025,andhra pradesh,y.s.r. kadapa,516474,0,1
02-12-2025,andhra pradesh,y.s.r. kadapa,516501,0,1
02-12-2025,andhra pradesh,y.s.r. kadapa,516503,0,2
03-12-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502101,0,3
03-12-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502114,2,4
03-12-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502249,0,1
03-12-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502270,0,4
03-12-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502277,0,1
03-12-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502278,2,12
03-12-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502281,0,1
03-12-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502291,0,3
03-12-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502311,0,3
03-12-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502312,0,1
03-12-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502313,0,3
03-12-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502318,0,2
03-12-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502325,0,2
03-12-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502375,0,1
03-12-2025,andhra pradesh,sri potti sriramulu nellore,524101,0,7
03-12-2025,andhra pradesh,sri potti sriramulu nellore,524226,1,6
03-12-2025,andhra pradesh,sri potti sriramulu nellore,524230,0,6
03-12-2025,andhra pradesh,sri potti sriramulu nellore,524234,0,2
03-12-2025,andhra pradesh,sri potti sriramulu nellore,524239,0,5
03-12-2025,andhra pradesh,sri potti sriramulu nellore,524304,1,2
03-12-2025,andhra pradesh,sri potti sriramulu nellore,524306,0,4
03-12-2025,andhra pradesh,sri potti sriramulu nellore,524310,1,2
03-12-2025,andhra pradesh,sri potti sriramulu nellore,524311,1,7
03-12-2025,andhra pradesh,sri potti sriramulu nellore,524323,1,0
03-12-2025,andhra pradesh,sri potti sriramulu nellore,524344,1,3
03-12-2025,andhra pradesh,sri potti sriramulu nellore,524404,0,5
03-12-2025,andhra pradesh,sri potti sriramulu nellore,524412,0,10
03-12-2025,andhra pradesh,sri potti sriramulu nellore,524414,1,2
03-12-2025,andhra pradesh,sri potti sriramulu nellore,524415,0,3
03-12-2025,andhra pradesh,sri potti sriramulu nellore,524421,2,5
03-12-2025,andhra pradesh,y.s.r. kadapa,516213,2,1
03-12-2025,andhra pradesh,y.s.r. kadapa,516218,0,2
03-12-2025,andhra pradesh,y.s.r. kadapa,516227,1,4
02-12-2025,west bengal,cooch behar,735122,0,11
02-12-2025,west bengal,cooch behar,735224,0,2
02-12-2025,west bengal,cooch behar,735301,0,1
02-12-2025,west bengal,cooch behar,736131,0,9
02-12-2025,west bengal,cooch behar,736146,0,34
02-12-2025,west bengal,cooch behar,736158,0,20
02-12-2025,west bengal,cooch behar,736165,0,12
02-12-2025,west bengal,cooch behar,736168,0,3
02-12-2025,west bengal,cooch behar,736169,0,2
02-12-2025,west bengal,cooch behar,736176,0,8
02-12-2025,west bengal,north 24 parganas,700058,0,4
02-12-2025,west bengal,north 24 parganas,700121,0,13
02-12-2025,west bengal,north 24 parganas,700122,0,5
02-12-2025,west bengal,north 24 parganas,700131,0,4
02-12-2025,west bengal,north 24 parganas,700132,0,1
02-12-2025,west bengal,north 24 parganas,700157,0,7
02-12-2025,west bengal,north 24 parganas,741250,0,3
02-12-2025,west bengal,north 24 parganas,743127,0,21
02-12-2025,west bengal,north 24 parganas,743129,0,5
02-12-2025,west bengal,north 24 parganas,743134,0,3
02-12-2025,west bengal,north 24 parganas,743135,0,2
02-12-2025,west bengal,north 24 parganas,743165,0,2
02-12-2025,west bengal,north 24 parganas,743272,0,2
02-12-2025,west bengal,north 24 parganas,743329,0,1
02-12-2025,west bengal,north 24 parganas,743425,0,7
02-12-2025,west bengal,north 24 parganas,743426,1,0
02-12-2025,west bengal,north 24 parganas,743429,0,2
02-12-2025,west bengal,north 24 parganas,743611,0,2
02-12-2025,west bengal,south 24 parganas,700103,0,8
02-12-2025,west bengal,south 24 parganas,700147,0,2
02-12-2025,west bengal,south 24 parganas,700150,0,23
02-12-2025,west bengal,south 24 parganas,700152,0,3
02-12-2025,west bengal,south 24 parganas,743332,0,2
02-12-2025,west bengal,south 24 parganas,743347,2,55
02-12-2025,west bengal,south 24 parganas,743383,1,26
02-12-2025,west bengal,south 24 parganas,743613,0,2
01-12-2025,west bengal,south 24 parganas,700070,0,10
01-12-2025,west bengal,south 24 parganas,700082,0,1
01-12-2025,west bengal,south 24 parganas,700104,0,5
01-12-2025,west bengal,south 24 parganas,743371,0,7
01-12-2025,west bengal,south 24 parganas,743373,2,16
01-12-2025,west bengal,south 24 parganas,743390,0,1
01-12-2025,west bengal,south 24 parganas,743613,0,2
04-12-2025,andhra pradesh,y.s.r. kadapa,516001,1,16
04-12-2025,andhra pradesh,y.s.r. kadapa,516172,2,3
04-12-2025,andhra pradesh,y.s.r. kadapa,516349,1,0
04-12-2025,andhra pradesh,y.s.r. kadapa,516390,3,5
04-12-2025,andhra pradesh,y.s.r. kadapa,516401,0,3
04-12-2025,andhra pradesh,y.s.r. kadapa,516431,0,1
04-12-2025,andhra pradesh,y.s.r. kadapa,516464,0,1
04-12-2025,andhra pradesh,y.s.r. kadapa,516502,0,1
04-12-2025,andhra pradesh,y.s.r. kadapa,516505,0,1
04-12-2025,assam,tamulpur,781368,1,2
04-12-2025,chhattisgarh,balrampur-ramanujganj,497118,6,58
04-12-2025,chhattisgarh,balrampur-ramanujganj,497225,6,107
04-12-2025,chhattisgarh,dakshin bastar dantewada,494551,1,1
04-12-2025,chhattisgarh,janjgir-champa,495668,0,1
04-12-2025,chhattisgarh,uttar bastar kanker,494333,5,29
04-12-2025,chhattisgarh,uttar bastar kanker,494335,7,30
04-12-2025,chhattisgarh,uttar bastar kanker,494336,3,31
04-12-2025,chhattisgarh,uttar bastar kanker,494337,0,13
04-12-2025,chhattisgarh,uttar bastar kanker,494776,5,90
04-12-2025,delhi,east,110053,1,6
04-12-2025,delhi,north,110007,4,41
04-12-2025,delhi,south,110003,0,6
04-12-2025,delhi,south,110017,2,57
04-12-2025,delhi,south,110030,4,37
04-12-2025,delhi,south,110074,3,52
04-12-2025,delhi,south,110076,0,31
04-12-2025,delhi,west,110015,8,55
04-12-2025,delhi,west,110018,11,119
04-12-2025,delhi,west,110063,4,47
04-12-2025,delhi,west,110064,0,1
04-12-2025,gujarat,panch mahals,388713,0,3
04-12-2025,gujarat,panch mahals,389172,0,1
04-12-2025,gujarat,panch mahals,389210,2,12
04-12-2025,gujarat,panch mahals,389310,0,6
04-12-2025,gujarat,panch mahals,389341,0,16
04-12-2025,gujarat,panch mahals,389370,1,5
04-12-2025,gujarat,sabar kantha,383001,1,23
04-12-2025,gujarat,sabar kantha,383120,0,7
04-12-2025,gujarat,sabar kantha,383215,1,10
04-12-2025,gujarat,sabar kantha,383276,0,4
04-12-2025,gujarat,sabar kantha,383305,0,13
04-12-2025,gujarat,sabar kantha,383310,0,7
04-12-2025,gujarat,sabar kantha,383316,0,2
04-12-2025,gujarat,sabar kantha,383335,1,10
04-12-2025,gujarat,sabar kantha,383421,1,0
04-12-2025,gujarat,sabar kantha,383422,3,21
04-12-2025,gujarat,sabar kantha,383440,0,9
04-12-2025,gujarat,sabar kantha,383460,0,16
04-12-2025,gujarat,surendranagar,363001,1,14
04-12-2025,gujarat,surendranagar,363421,2,14
04-12-2025,gujarat,surendranagar,363425,0,2
04-12-2025,gujarat,surendranagar,363430,1,11
03-12-2025,telangana,kumuram bheem asifabad,504273,1,2
03-12-2025,telangana,kumuram bheem asifabad,504295,2,15
03-12-2025,telangana,kumuram bheem asifabad,504313,3,22
03-12-2025,telangana,medchal malkajgiri,500010,2,34
03-12-2025,telangana,medchal malkajgiri,500016,0,1
03-12-2025,telangana,medchal malkajgiri,500056,5,17
03-12-2025,telangana,medchal malkajgiri,500098,2,15
03-12-2025,telangana,medchal malkajgiri,500101,0,6
03-12-2025,telangana,medchal malkajgiri,500100,0,1
03-12-2025,telangana,warangal,506005,0,1
03-12-2025,telangana,warangal,506006,0,4
03-12-2025,telangana,warangal,506132,0,5
03-12-2025,telangana,warangal,506310,1,10
03-12-2025,telangana,warangal,506314,1,12
03-12-2025,telangana,warangal,506002,4,60
03-12-2025,telangana,warangal,506005,2,15
03-12-2025,telangana,warangal,506142,0,2
03-12-2025,telangana,yadadri bhuvanagiri,508113,0,9
03-12-2025,telangana,yadadri bhuvanagiri,508126,3,15
03-12-2025,telangana,yadadri bhuvanagiri,508252,1,36
03-12-2025,telangana,yadadri bhuvanagiri,508284,2,14
03-12-2025,tripura,dhalai,799284,1,20
03-12-2025,tripura,gomati,799104,0,5
03-12-2025,tripura,khowai,799205,2,8
03-12-2025,tripura,north tripura,799288,0,3
03-12-2025,tripura,north tripura,799290,0,5
03-12-2025,tripura,sepahijala,799105,0,7
03-12-2025,tripura,south tripura,799120,1,4
03-12-2025,tripura,south tripura,799141,4,8
03-12-2025,tripura,south tripura,799150,1,0
03-12-2025,tripura,south tripura,799153,1,1
03-12-2025,tripura,unakoti,799263,1,3
03-12-2025,tripura,unakoti,799264,0,6
03-12-2025,tripura,west tripura,799046,0,1
03-12-2025,tripura,west tripura,799100,0,2
03-12-2025,tripura,west tripura,799207,1,7
04-12-2025,haryana,yamunanagar,135021,1,6
04-12-2025,haryana,yamunanagar,135101,2,15
04-12-2025,haryana,yamunanagar,135106,2,5
04-12-2025,jharkhand,saraikela kharsawan,832109,0,6
04-12-2025,jharkhand,saraikela kharsawan,832402,1,4
04-12-2025,jharkhand,saraikela kharsawan,831012,0,3
04-12-2025,jharkhand,saraikela kharsawan,832403,0,2
04-12-2025,jharkhand,saraikela kharsawan,833220,0,5
03-12-2025,chhattisgarh,balrampur-ramanujganj,497001,2,45
03-12-2025,chhattisgarh,balrampur-ramanujganj,497118,6,61
03-12-2025,chhattisgarh,balrampur-ramanujganj,497119,3,33
03-12-2025,chhattisgarh,balrampur-ramanujganj,497220,2,48
03-12-2025,chhattisgarh,balrampur-ramanujganj,497224,2,20
03-12-2025,chhattisgarh,balrampur-ramanujganj,497225,7,111
03-12-2025,chhattisgarh,janjgir-champa,495553,0,1
03-12-2025,chhattisgarh,janjgir-champa,495688,0,3
03-12-2025,chhattisgarh,uttar bastar kanker,494335,5,16
03-12-2025,chhattisgarh,uttar bastar kanker,494336,1,14
03-12-2025,chhattisgarh,uttar bastar kanker,494771,0,15
03-12-2025,delhi,central,110008,5,59
03-12-2025,delhi,east,110051,5,95
03-12-2025,delhi,north,110084,10,163
03-12-2025,delhi,south,110013,0,17
03-12-2025,delhi,south,110014,4,14
03-12-2025,delhi,south,110076,3,45
03-12-2025,delhi,west,110018,16,141
03-12-2025,delhi,west,110041,30,173
03-12-2025,gujarat,panch mahals,388710,0,6
03-12-2025,gujarat,panch mahals,389172,0,8
03-12-2025,gujarat,panch mahals,389210,0,13
03-12-2025,gujarat,panch mahals,389320,1,5
03-12-2025,gujarat,panch mahals,389350,3,23
03-12-2025,gujarat,sabar kantha,383110,0,5
03-12-2025,gujarat,sabar kantha,383330,0,3
03-12-2025,gujarat,sabar kantha,383345,0,9
03-12-2025,gujarat,sabar kantha,383350,1,14
03-12-2025,gujarat,sabar kantha,383355,2,3
03-12-2025,gujarat,surendranagar,363030,4,23
03-12-2025,gujarat,surendranagar,363040,1,2
03-12-2025,gujarat,surendranagar,363115,0,5
03-12-2025,gujarat,surendranagar,363423,0,4
03-12-2025,gujarat,surendranagar,363530,2,10
03-12-2025,gujarat,surendranagar,382745,1,7
03-12-2025,haryana,yamunanagar,133204,0,9
03-12-2025,haryana,yamunanagar,135106,2,9
03-12-2025,punjab,sri muktsar sahib,152022,0,1
03-12-2025,punjab,sri muktsar sahib,152025,0,2
03-12-2025,punjab,sri muktsar sahib,152101,0,6
03-12-2025,punjab,s.a.s nagar,140601,0,2
03-12-2025,punjab,s.a.s nagar,140603,0,1
03-12-2025,punjab,s.a.s nagar,140901,0,4
03-12-2025,punjab,s.a.s nagar,140301,3,71
03-12-2025,punjab,s.a.s nagar,140306,0,20
03-12-2025,punjab,s.a.s nagar,140307,1,13
03-12-2025,punjab,s.a.s nagar,160059,0,5
03-12-2025,madhya pradesh,khandwa (east nimar),450110,1,2
03-12-2025,madhya pradesh,khargone (west nimar),451115,5,20
03-12-2025,madhya pradesh,khargone (west nimar),451440,0,4
03-12-2025,maharashtra,mumbai,400001,1,7
03-12-2025,maharashtra,mumbai,400002,0,14
03-12-2025,maharashtra,mumbai,400003,1,18
03-12-2025,maharashtra,mumbai,400004,3,14
03-12-2025,maharashtra,mumbai,400007,1,3
03-12-2025,maharashtra,mumbai,400008,5,37
03-12-2025,maharashtra,mumbai,400012,2,23
03-12-2025,maharashtra,mumbai,400015,1,10
03-12-2025,maharashtra,mumbai,400016,4,22
03-12-2025,maharashtra,mumbai,400064,0,4
03-12-2025,maharashtra,raigad,402102,0,3
03-12-2025,maharashtra,raigad,402201,1,17
03-12-2025,maharashtra,raigad,402207,0,2
03-12-2025,maharashtra,raigad,402209,0,9
03-12-2025,maharashtra,raigad,402302,0,8
03-12-2025,maharashtra,raigad,402402,0,3
03-12-2025,maharashtra,raigad,410203,1,21
03-12-2025,maharashtra,raigad,410206,11,120
03-12-2025,maharashtra,raigad,410207,0,15
03-12-2025,maharashtra,raigad,410210,2,27
03-12-2025,maharashtra,raigad,415213,0,1
03-12-2025,maharashtra,raigad,402106,0,1
03-12-2025,maharashtra,raigad,402209,0,5
03-12-2025,maharashtra,raigad,410101,0,1
03-12-2025,maharashtra,raigad,410201,0,1
03-12-2025,maharashtra,raigad,410206,0,4
03-12-2025,manipur,chandel,795131,2,11
03-12-2025,manipur,chandel,795135,2,7
03-12-2025,manipur,chandel,795148,1,0
03-12-2025,manipur,churachandpur,795124,0,1
03-12-2025,manipur,churachandpur,795126,1,0
03-12-2025,manipur,kakching,795103,5,26
03-12-2025,manipur,senapati,795007,9,21
03-12-2025,manipur,senapati,795107,3,6
03-12-2025,manipur,senapati,795113,0,2
03-12-2025,manipur,senapati,795122,3,13
03-12-2025,manipur,tamenglong,795125,7,19
03-12-2025,manipur,tamenglong,795126,1,2
03-12-2025,manipur,ukhrul,795010,0,2
03-12-2025,nagaland,chumoukedima,797106,0,3
03-12-2025,nagaland,dimapur,797106,0,2
03-12-2025,nagaland,dimapur,797116,0,6
03-12-2025,nagaland,kohima,797003,0,2
03-12-2025,nagaland,kohima,797109,0,5
03-12-2025,nagaland,longleng,798625,0,23
03-12-2025,nagaland,meluri,797114,1,1
03-12-2025,nagaland,phek,797108,1,7
03-12-2025,nagaland,tuensang,798612,3,31
03-12-2025,nagaland,wokha,797100,0,1
03-12-2025,jharkhand,saraikela kharsawan,831012,0,14
03-12-2025,jharkhand,saraikela kharsawan,832109,0,3
03-12-2025,jharkhand,saraikela kharsawan,832402,3,2
03-12-2025,jharkhand,saraikela kharsawan,833102,1,4
03-12-2025,jharkhand,saraikela kharsawan,833216,0,10
03-12-2025,jharkhand,saraikela kharsawan,833220,1,14
03-12-2025,jharkhand,saraikela kharsawan,831012,1,1
03-12-2025,jharkhand,saraikela kharsawan,831013,0,10
03-12-2025,jharkhand,saraikela kharsawan,832108,0,9
03-12-2025,jharkhand,saraikela kharsawan,832403,0,4
03-12-2025,jharkhand,saraikela kharsawan,833101,0,2
03-12-2025,uttar pradesh,sant kabir nagar,221303,7,26
03-12-2025,uttar pradesh,sant kabir nagar,221308,1,12
03-12-2025,uttar pradesh,sant kabir nagar,221309,0,14
03-12-2025,uttar pradesh,sant kabir nagar,221401,3,69
03-12-2025,uttar pradesh,sant kabir nagar,221407,0,2
03-12-2025,uttar pradesh,bhadohi,221301,0,1
03-12-2025,uttar pradesh,bhadohi,221303,1,0
03-12-2025,uttar pradesh,bhadohi,221304,0,1
03-12-2025,west bengal,cooch behar,735122,2,8
03-12-2025,west bengal,cooch behar,736134,0,10
03-12-2025,west bengal,cooch behar,736158,0,4
03-12-2025,west bengal,cooch behar,736160,0,1
03-12-2025,west bengal,cooch behar,736170,0,6
03-12-2025,west bengal,cooch behar,736176,0,5
03-12-2025,west bengal,cooch behar,736177,0,1
03-12-2025,west bengal,north 24 parganas,700058,0,1
03-12-2025,west bengal,north 24 parganas,700097,0,1
03-12-2025,west bengal,north 24 parganas,700112,0,1
03-12-2025,west bengal,north 24 parganas,700121,0,7
03-12-2025,west bengal,north 24 parganas,743123,0,1
03-12-2025,west bengal,north 24 parganas,743130,0,2
03-12-2025,west bengal,north 24 parganas,743135,0,1
03-12-2025,west bengal,north 24 parganas,743166,0,5
03-12-2025,west bengal,south 24 parganas,700070,0,3
03-12-2025,west bengal,south 24 parganas,700084,0,4
03-12-2025,west bengal,south 24 parganas,743330,0,9
03-12-2025,west bengal,south 24 parganas,743354,0,1
03-12-2025,west bengal,south 24 parganas,743370,0,1
03-12-2025,west bengal,south 24 parganas,743372,0,1
04-12-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502101,0,1
04-12-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502102,0,4
04-12-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502107,0,2
04-12-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502115,1,0
04-12-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502314,1,4
04-12-2025,andhra pradesh,sri potti sriramulu nellore,524131,0,2
04-12-2025,andhra pradesh,sri potti sriramulu nellore,524222,0,2
04-12-2025,andhra pradesh,sri potti sriramulu nellore,524228,0,10
04-12-2025,andhra pradesh,sri potti sriramulu nellore,524230,0,6
04-12-2025,andhra pradesh,sri potti sriramulu nellore,524308,0,4
04-12-2025,andhra pradesh,sri potti sriramulu nellore,524309,1,7
04-12-2025,andhra pradesh,sri potti sriramulu nellore,524311,1,5
04-12-2025,andhra pradesh,sri potti sriramulu nellore,524341,0,2
04-12-2025,andhra pradesh,sri potti sriramulu nellore,524402,6,2
04-12-2025,andhra pradesh,sri potti sriramulu nellore,524403,0,4
04-12-2025,andhra pradesh,sri potti sriramulu nellore,524407,0,1
05-12-2025,maharashtra,raigad,402104,0,8
05-12-2025,maharashtra,raigad,402115,0,2
05-12-2025,maharashtra,raigad,402306,0,1
05-12-2025,maharashtra,raigad,402308,1,13
05-12-2025,maharashtra,raigad,410204,0,2
05-12-2025,manipur,bishnupur,795126,5,23
05-12-2025,manipur,chandel,795101,0,4
05-12-2025,manipur,churachandpur,795117,2,7
05-12-2025,manipur,kakching,795101,1,2
05-12-2025,manipur,kakching,795103,2,18
05-12-2025,manipur,senapati,795010,0,1
05-12-2025,manipur,senapati,795122,1,11
05-12-2025,manipur,senapati,795126,1,0
05-12-2025,manipur,senapati,795145,0,1
05-12-2025,manipur,tamenglong,795115,0,1
05-12-2025,manipur,tamenglong,795125,2,7
05-12-2025,manipur,tamenglong,795147,10,8
05-12-2025,manipur,thoubal,795101,1,8
05-12-2025,manipur,thoubal,795149,4,14
05-12-2025,manipur,ukhrul,795149,0,4
05-12-2025,meghalaya,ri bhoi,793104,0,2
05-12-2025,meghalaya,ri bhoi,793105,1,12
05-12-2025,nagaland,dimapur,797117,0,2
05-12-2025,nagaland,kohima,797001,0,13
05-12-2025,nagaland,kohima,797005,0,6
05-12-2025,nagaland,kohima,797105,2,3
05-12-2025,nagaland,kohima,797109,0,6
05-12-2025,nagaland,mokokchung,798618,0,3
05-12-2025,nagaland,peren,797101,1,6
05-12-2025,nagaland,phek,797108,1,8
05-12-2025,nagaland,phek,797114,0,2
05-12-2025,punjab,s.a.s nagar,140604,0,2
05-12-2025,punjab,s.a.s nagar,160062,0,4
05-12-2025,punjab,s.a.s nagar,160103,0,1
05-12-2025,punjab,s.a.s nagar,140603,3,48
05-12-2025,punjab,s.a.s nagar,160071,0,8
04-12-2025,madhya pradesh,khandwa (east nimar),450551,3,4
04-12-2025,madhya pradesh,khandwa (east nimar),450661,4,5
04-12-2025,madhya pradesh,khargone (west nimar),451113,2,14
04-12-2025,madhya pradesh,khargone (west nimar),451115,3,16
04-12-2025,madhya pradesh,khargone (west nimar),451332,6,30
04-12-2025,maharashtra,mumbai,400003,1,10
04-12-2025,maharashtra,mumbai,400013,0,10
04-12-2025,maharashtra,mumbai,400021,0,1
04-12-2025,maharashtra,mumbai,400033,0,15
04-12-2025,maharashtra,mumbai,400034,1,3
04-12-2025,maharashtra,mumbai,400078,0,3
04-12-2025,jharkhand,saraikela kharsawan,831013,2,30
04-12-2025,jharkhand,saraikela kharsawan,832403,2,6
04-12-2025,jharkhand,saraikela kharsawan,832404,1,17
04-12-2025,jharkhand,saraikela kharsawan,832109,0,2
04-12-2025,jharkhand,saraikela kharsawan,833219,1,4
04-12-2025,madhya pradesh,khandwa (east nimar),450001,1,35
04-12-2025,madhya pradesh,khandwa (east nimar),450112,2,2
04-12-2025,madhya pradesh,khandwa (east nimar),450116,1,8
04-12-2025,madhya pradesh,khandwa (east nimar),450117,0,8
04-12-2025,madhya pradesh,khandwa (east nimar),450554,1,2
04-12-2025,madhya pradesh,khandwa (east nimar),450881,1,6
04-12-2025,madhya pradesh,khandwa (east nimar),450991,3,6
04-12-2025,madhya pradesh,khandwa (east nimar),451115,0,2
04-12-2025,madhya pradesh,khargone (west nimar),451441,7,39
04-12-2025,maharashtra,chhatrapati sambhajinagar,431001,4,29
04-12-2025,maharashtra,mumbai,400006,2,3
04-12-2025,maharashtra,raigad,402111,1,18
04-12-2025,maharashtra,raigad,402207,0,2
04-12-2025,maharashtra,raigad,402209,1,9
04-12-2025,maharashtra,raigad,402309,0,2
04-12-2025,maharashtra,raigad,402403,0,3
04-12-2025,maharashtra,raigad,410101,2,25
04-12-2025,maharashtra,raigad,410201,0,50
04-12-2025,maharashtra,raigad,410202,0,4
04-12-2025,maharashtra,raigad,410204,0,4
04-12-2025,maharashtra,raigad,410208,2,15
04-12-2025,maharashtra,raigad,410206,0,3
04-12-2025,manipur,bishnupur,795133,14,42
04-12-2025,manipur,chandel,795102,3,38
04-12-2025,manipur,chandel,795127,1,4
04-12-2025,manipur,chandel,795135,2,6
04-12-2025,manipur,churachandpur,795006,3,3
04-12-2025,manipur,churachandpur,795124,0,2
04-12-2025,manipur,jiribam,795115,1,2
04-12-2025,manipur,senapati,795118,5,18
04-12-2025,manipur,tamenglong,795141,5,13
04-12-2025,manipur,tamenglong,795146,0,1
