date,state,district,pincode,age_0_5,age_5_17,age_18_greater,match
24-12-2025,west bengal,dakshin dinajpur,733131,1,0,0,False
24-12-2025,west bengal,malda,732212,1,0,0,False
24-12-2025,west bengal,malda,732213,1,0,0,False
24-12-2025,west bengal,murshidabad,742178,0,1,0,False
24-12-2025,west bengal,paschim medinipur,721141,3,0,0,False
24-12-2025,west bengal,purba bardhaman,713434,1,0,0,False
24-12-2025,bihar,vaishali,844139,0,1,0,False
24-12-2025,bihar,vaishali,844141,2,1,0,False
24-12-2025,chhattisgarh,bijapur,494444,9,9,17,False
24-12-2025,chhattisgarh,bijapur,494448,1,0,0,False
24-12-2025,chhattisgarh,kondagaon,494230,1,1,0,False
24-12-2025,dadra and nagar haveli and daman and diu,daman,396220,0,0,2,False
24-12-2025,dadra and nagar haveli and daman and diu,diu,362570,1,0,0,False
24-12-2025,goa,north goa,403004,0,0,1,False
24-12-2025,gujarat,mahesana,382165,1,1,0,False
24-12-2025,gujarat,mahesana,382705,3,1,2,False
24-12-2025,gujarat,mahesana,382732,5,1,0,False
24-12-2025,gujarat,mahesana,382860,1,0,0,False
24-12-2025,haryana,panchkula,134115,1,0,0,False
24-12-2025,jharkhand,gumla,835324,7,1,0,False
24-12-2025,karnataka,mysuru,570021,2,0,0,False
24-12-2025,madhya pradesh,bhopal,462018,1,0,0,False
24-12-2025,madhya pradesh,chhindwara,480553,1,0,0,False
24-12-2025,madhya pradesh,gwalior,474005,1,1,1,False
24-12-2025,puducherry,puducherry,605014,1,0,0,False
24-12-2025,punjab,jalandhar,144004,0,1,0,False
24-12-2025,rajasthan,ganganagar,335771,2,0,0,False
24-12-2025,rajasthan,pratapgarh,313605,4,2,0,False
24-12-2025,tamil nadu,nagapattinam,610211,1,0,0,False
24-12-2025,telangana,adilabad,504346,1,3,0,False
24-12-2025,uttar pradesh,budaun,202523,3,3,0,False
24-12-2025,uttar pradesh,budaun,202524,2,1,0,False
24-12-2025,uttar pradesh,budaun,202525,1,1,0,False
24-12-2025,uttar pradesh,bulandshahr,202393,6,6,0,False
24-12-2025,uttar pradesh,bulandshahr,202396,2,1,0,False
24-12-2025,uttar pradesh,kanpur dehat,209715,4,1,0,False
24-12-2025,uttar pradesh,rampur,243701,4,2,0,False
24-12-2025,uttar pradesh,sambhal,202411,2,3,0,False
24-12-2025,uttar pradesh,sambhal,202527,1,6,0,False
24-12-2025,uttar pradesh,unnao,209506,2,1,0,False
24-12-2025,uttar pradesh,unnao,229501,2,0,0,False
24-12-2025,uttar pradesh,unnao,229881,0,3,0,False
24-12-2025,uttar pradesh,unnao,241502,1,4,0,False
24-12-2025,andhra pradesh,alluri sitharama raju,507134,1,0,0,False
24-12-2025,andhra pradesh,east godavari,507134,2,0,0,False
24-12-2025,andhra pradesh,eluru,507114,1,0,0,False
24-12-2025,andhra pradesh,kurnool,518319,2,0,0,False
24-12-2025,arunachal pradesh,tirap,786630,0,1,0,False
24-12-2025,assam,lakhimpur,784162,1,0,0,False
24-12-2025,bihar,banka,813123,1,0,0,False
24-12-2025,bihar,madhepura,852210,5,14,1,False
24-12-2025,bihar,nalanda,805130,0,1,0,False
24-12-2025,bihar,nawada,805108,0,2,0,False
24-12-2025,west bengal,bankura,722145,1,0,0,False
24-12-2025,west bengal,bankura,722180,1,0,0,False
24-12-2025,west bengal,hooghly,712426,1,0,0,False
24-12-2025,west bengal,murshidabad,742176,2,1,0,False
24-12-2025,west bengal,murshidabad,742180,0,0,1,False
24-12-2025,west bengal,murshidabad,742181,4,0,0,False
24-12-2025,west bengal,paschim medinipur,721258,1,0,0,False
24-12-2025,west bengal,south 24 parganas,743396,1,1,0,False
24-12-2025,west bengal,south 24 parganas,743398,1,0,0,False
24-12-2025,west bengal,uttar dinajpur,733212,1,0,0,False
24-12-2025,west bengal,uttar dinajpur,733214,1,1,0,False
24-12-2025,west bengal,uttar dinajpur,733216,0,1,0,False
25-12-2025,bihar,banka,813118,1,2,0,False
25-12-2025,bihar,banka,813123,0,2,0,False
25-12-2025,bihar,jamui,811315,0,10,0,False
25-12-2025,bihar,lakhisarai,811315,0,2,0,False
25-12-2025,bihar,munger,813321,1,9,0,False
25-12-2025,bihar,nawada,805108,1,0,0,False
25-12-2025,bihar,patna,801118,0,1,0,False
25-12-2025,bihar,patna,801502,0,1,0,False
25-12-2025,bihar,patna,803206,1,1,0,False
25-12-2025,bihar,vaishali,844134,0,4,0,False
25-12-2025,chhattisgarh,bijapur,494448,2,2,0,False
25-12-2025,chhattisgarh,dakshin bastar dantewada,494441,4,1,0,False
25-12-2025,chhattisgarh,raipur,492006,1,0,0,False
25-12-2025,dadra and nagar haveli and daman and diu,dadra and nagar haveli,396235,0,1,1,False
25-12-2025,gujarat,bharuch,394116,0,1,0,False
25-12-2025,gujarat,mahesana,382710,1,0,0,False
25-12-2025,gujarat,mahesana,382840,1,0,1,False
25-12-2025,gujarat,mahesana,384210,0,1,0,False
25-12-2025,gujarat,narmada,391121,1,1,0,False
25-12-2025,himachal pradesh,mandi,174401,1,0,0,False
25-12-2025,karnataka,bidar,585415,1,0,0,False
25-12-2025,karnataka,dakshina kannada,575027,1,0,0,False
25-12-2025,madhya pradesh,alirajpur,457893,5,4,1,False
25-12-2025,madhya pradesh,bhopal,462420,5,0,0,False
25-12-2025,maharashtra,jalgaon,424209,2,0,0,False
25-12-2025,maharashtra,kolhapur,416117,1,0,0,False
25-12-2025,maharashtra,thane,421001,0,1,0,False
25-12-2025,puducherry,puducherry,673311,0,0,1,False
25-12-2025,punjab,jalandhar,144004,2,2,0,False
25-12-2025,rajasthan,alwar,301712,0,1,0,False
25-12-2025,rajasthan,chittorgarh,323306,0,1,0,False
25-12-2025,tamil nadu,salem,636104,1,0,0,False
25-12-2025,telangana,hyderabad,500025,1,0,0,False
25-12-2025,telangana,nagarkurnool,509401,1,1,0,False
25-12-2025,uttar pradesh,bareilly,262407,2,4,0,False
25-12-2025,uttar pradesh,basti,272170,1,3,0,False
25-12-2025,uttar pradesh,budaun,202520,1,4,0,False
25-12-2025,uttar pradesh,budaun,202523,3,8,0,False
25-12-2025,uttar pradesh,budaun,202525,0,1,0,False
25-12-2025,uttar pradesh,budaun,243621,0,2,0,False
25-12-2025,uttar pradesh,bulandshahr,202392,0,4,0,False
25-12-2025,uttar pradesh,bulandshahr,202397,1,0,0,False
25-12-2025,uttar pradesh,bulandshahr,245403,0,3,0,False
25-12-2025,uttar pradesh,bulandshahr,245409,2,3,0,False
25-12-2025,uttar pradesh,bulandshahr,245412,4,0,0,False
25-12-2025,uttar pradesh,farrukhabad,207503,5,3,0,False
25-12-2025,uttar pradesh,firozabad,205130,2,1,0,False
25-12-2025,uttar pradesh,firozabad,205141,3,7,0,False
25-12-2025,uttar pradesh,firozabad,205147,0,3,0,False
25-12-2025,uttar pradesh,firozabad,205151,2,4,0,False
25-12-2025,uttar pradesh,firozabad,215126,0,1,0,False
25-12-2025,uttar pradesh,gautam buddha nagar,201308,1,1,1,False
25-12-2025,uttar pradesh,jaunpur,222108,0,1,0,False
25-12-2025,uttar pradesh,lucknow,227111,2,2,0,False
25-12-2025,uttar pradesh,lucknow,227308,4,1,0,False
25-12-2025,uttar pradesh,mainpuri,205130,0,1,0,False
25-12-2025,uttar pradesh,sambhal,202421,1,21,0,False
25-12-2025,uttar pradesh,unnao,209506,1,4,0,False
25-12-2025,uttar pradesh,unnao,229503,3,1,0,False
25-12-2025,uttar pradesh,unnao,229881,0,5,0,False
25-12-2025,west bengal,howrah,711416,1,0,0,False
25-12-2025,west bengal,jalpaiguri,735140,1,0,0,False
25-12-2025,andhra pradesh,alluri sitharama raju,507134,1,0,0,False
25-12-2025,andhra pradesh,east godavari,533240,1,0,0,False
25-12-2025,andhra pradesh,krishna,521225,1,0,0,False
25-12-2025,assam,dhemaji,786110,2,3,0,False
25-12-2025,bihar,khagaria,851220,0,1,0,False
25-12-2025,bihar,muzaffarpur,843141,0,2,0,False
25-12-2025,bihar,muzaffarpur,843146,0,0,2,False
25-12-2025,bihar,muzaffarpur,843165,1,2,0,False
25-12-2025,bihar,patna,800018,0,1,0,False
25-12-2025,bihar,patna,801117,0,1,0,False
25-12-2025,bihar,purnia,854206,3,8,0,False
25-12-2025,bihar,saharsa,852210,0,0,1,False
25-12-2025,bihar,saran,841433,0,1,0,False
25-12-2025,chhattisgarh,korba,495453,1,0,0,False
25-12-2025,chhattisgarh,raipur,492011,1,0,0,False
25-12-2025,gujarat,ahmedabad,382440,4,3,0,False
25-12-2025,gujarat,amreli,365660,2,0,0,False
25-12-2025,gujarat,arvalli,383350,6,2,0,False
25-12-2025,gujarat,botad,363415,0,0,1,False
25-12-2025,gujarat,gir somnath,362725,1,1,0,False
25-12-2025,gujarat,mahesana,382165,0,0,1,False
25-12-2025,gujarat,mahesana,382715,6,0,2,False
25-12-2025,gujarat,mahesana,384212,1,0,0,False
25-12-2025,gujarat,rajkot,364470,1,0,0,False
25-12-2025,gujarat,sabar kantha,383350,2,0,0,False
25-12-2025,himachal pradesh,mandi,176121,1,0,0,False
25-12-2025,jammu and kashmir,pulwama,192306,3,1,0,False
25-12-2025,jammu and kashmir,samba,184120,1,0,0,False
25-12-2025,jharkhand,simdega,835201,2,0,0,False
25-12-2025,madhya pradesh,raisen,464776,1,1,0,False
25-12-2025,maharashtra,jalgaon,425127,4,0,0,False
25-12-2025,maharashtra,nagpur,440009,2,2,0,False
25-12-2025,maharashtra,nanded,431646,1,0,0,False
25-12-2025,mizoram,aizawl,796005,1,0,0,False
25-12-2025,mizoram,lawngtlai,796772,1,0,0,False
25-12-2025,puducherry,karaikal,609603,1,0,0,False
25-12-2025,rajasthan,jaipur,302011,1,1,0,False
25-12-2025,rajasthan,jaipur,303802,1,1,0,False
25-12-2025,rajasthan,udaipur,313015,0,1,0,False
25-12-2025,tamil nadu,kallakurichi,606107,1,0,0,False
25-12-2025,tamil nadu,nagapattinam,609604,1,0,0,False
25-12-2025,telangana,bhadradri kothagudem,507129,0,1,0,False
25-12-2025,telangana,nalgonda,508222,2,0,0,False
25-12-2025,telangana,suryapet,508222,1,0,0,False
25-12-2025,uttar pradesh,bara banki,227302,1,1,0,False
25-12-2025,uttar pradesh,budaun,202524,0,9,0,False
25-12-2025,uttar pradesh,bulandshahr,202394,3,8,0,False
25-12-2025,uttar pradesh,bulandshahr,202399,1,1,0,False
25-12-2025,uttar pradesh,bulandshahr,245407,2,1,0,False
25-12-2025,uttar pradesh,farrukhabad,207501,3,5,0,False
25-12-2025,uttar pradesh,fatehpur,212623,2,0,0,False
25-12-2025,uttar pradesh,firozabad,205135,1,3,0,False
25-12-2025,uttar pradesh,firozabad,205142,0,1,0,False
25-12-2025,uttar pradesh,kanpur dehat,209715,3,3,0,False
25-12-2025,uttar pradesh,lucknow,227107,4,7,0,False
25-12-2025,uttar pradesh,lucknow,227309,1,1,0,False
25-12-2025,uttar pradesh,mainpuri,205142,0,1,0,False
25-12-2025,uttar pradesh,mainpuri,206303,0,4,0,False
25-12-2025,uttar pradesh,moradabad,202411,3,8,0,False
25-12-2025,uttar pradesh,rampur,202411,0,1,0,False
25-12-2025,uttar pradesh,sambhal,202412,5,5,0,False
25-12-2025,uttar pradesh,sambhal,202414,1,0,0,False
25-12-2025,uttar pradesh,unnao,229504,0,2,0,False
25-12-2025,uttar pradesh,unnao,241503,2,8,0,False
25-12-2025,west bengal,bankura,722180,1,0,0,False
25-12-2025,west bengal,purba medinipur,721168,1,0,0,False
25-12-2025,west bengal,uttar dinajpur,733252,0,1,0,False
25-12-2025,assam,lakhimpur,784162,0,1,0,False
25-12-2025,bihar,aurangabad,824130,0,2,0,False
25-12-2025,bihar,banka,813116,2,0,0,False
25-12-2025,bihar,bhojpur,802315,0,1,0,False
25-12-2025,bihar,madhepura,852210,9,27,0,False
25-12-2025,bihar,muzaffarpur,843147,0,1,0,False
25-12-2025,bihar,patna,800111,0,7,0,False
25-12-2025,bihar,vaishali,844131,0,2,0,False
25-12-2025,bihar,vaishali,844141,1,2,0,False
25-12-2025,chhattisgarh,dakshin bastar dantewada,494115,0,1,0,False
25-12-2025,chhattisgarh,kondagaon,494230,1,5,0,False
25-12-2025,chhattisgarh,narayanpur,494661,3,5,0,False
25-12-2025,gujarat,gandhinagar,382024,0,1,0,False
25-12-2025,gujarat,junagadh,362229,1,0,0,False
25-12-2025,gujarat,mahesana,382705,1,0,1,False
25-12-2025,gujarat,mahesana,382865,0,0,1,False
25-12-2025,gujarat,mahesana,384205,2,0,0,False
25-12-2025,gujarat,porbandar,360560,1,1,0,False
25-12-2025,jammu and kashmir,jammu,184120,2,0,0,False
25-12-2025,jharkhand,ramgarh,825101,1,4,0,False
25-12-2025,karnataka,vijayapura,586245,1,0,0,False
25-12-2025,kerala,kozhikode,673615,0,1,0,False
25-12-2025,madhya pradesh,gwalior,474005,3,1,0,False
25-12-2025,madhya pradesh,panna,488058,3,2,0,False
25-12-2025,maharashtra,nagpur,441002,1,0,1,False
25-12-2025,puducherry,puducherry,605110,2,0,0,False
25-12-2025,rajasthan,banswara,327608,0,1,0,False
25-12-2025,rajasthan,jaipur,302023,0,1,0,False
25-12-2025,tamil nadu,nagapattinam,611118,1,0,0,False
25-12-2025,tamil nadu,viluppuram,605111,1,1,0,False
25-12-2025,telangana,mahabubnagar,509401,0,1,0,False
25-12-2025,arunachal pradesh,upper siang,792061,1,0,0,False
25-12-2025,assam,goalpara,783121,1,0,0,False
25-12-2025,uttar pradesh,bara banki,227131,1,1,0,False
25-12-2025,uttar pradesh,bulandshahr,202393,5,14,0,False
25-12-2025,uttar pradesh,bulandshahr,202396,0,4,0,False
25-12-2025,uttar pradesh,bulandshahr,245401,1,2,0,False
25-12-2025,uttar pradesh,bulandshahr,245402,0,2,0,False
25-12-2025,uttar pradesh,bulandshahr,245405,1,5,0,False
25-12-2025,uttar pradesh,bulandshahr,245408,2,5,0,False
25-12-2025,uttar pradesh,farrukhabad,205302,3,6,0,False
25-12-2025,uttar pradesh,farrukhabad,207502,2,3,0,False
25-12-2025,uttar pradesh,fatehpur,216221,1,3,0,False
25-12-2025,uttar pradesh,jaunpur,222113,0,1,0,False
25-12-2025,uttar pradesh,lucknow,227125,0,4,0,False
25-12-2025,uttar pradesh,lucknow,227202,4,7,0,False
25-12-2025,uttar pradesh,moradabad,202415,0,1,0,False
25-12-2025,uttar pradesh,rampur,243701,3,7,0,False
25-12-2025,uttar pradesh,sambhal,202522,3,21,0,False
25-12-2025,uttar pradesh,unnao,229841,0,3,0,False
25-12-2025,uttar pradesh,unnao,241502,1,7,0,False
25-12-2025,uttarakhand,haridwar,246763,0,1,0,False
25-12-2025,west bengal,bankura,722175,0,1,0,False
25-12-2025,west bengal,bankura,722178,0,1,0,False
25-12-2025,west bengal,bankura,722209,0,1,0,False
25-12-2025,west bengal,malda,732147,0,1,0,False
25-12-2025,west bengal,purba bardhaman,713170,0,1,0,False
25-12-2025,west bengal,south 24 parganas,743396,0,1,0,False
25-12-2025,rajasthan,ganganagar,335705,0,1,0,False
25-12-2025,rajasthan,ganganagar,335771,1,2,0,False
25-12-2025,puducherry,puducherry,605007,1,0,0,False
25-12-2025,punjab,amritsar,143110,1,0,0,False
25-12-2025,tamil nadu,pudukkottai,622408,1,0,0,False
25-12-2025,tamil nadu,viluppuram,605102,1,0,0,False
25-12-2025,telangana,adilabad,504346,3,1,0,False
25-12-2025,telangana,mancherial,504215,0,1,0,False
25-12-2025,uttar pradesh,baghpat,250515,0,2,0,False
25-12-2025,uttar pradesh,budaun,202526,0,3,0,False
25-12-2025,uttar pradesh,bulandshahr,202389,2,1,0,False
25-12-2025,uttar pradesh,farrukhabad,206451,1,4,0,False
25-12-2025,uttar pradesh,farrukhabad,207504,0,1,0,False
25-12-2025,uttar pradesh,farrukhabad,207505,1,1,0,False
25-12-2025,uttar pradesh,lucknow,227116,0,2,0,False
25-12-2025,uttar pradesh,lucknow,227305,2,9,0,False
25-12-2025,uttar pradesh,mainpuri,206301,3,6,0,False
25-12-2025,uttar pradesh,mirzapur,231310,0,2,0,False
25-12-2025,uttar pradesh,saharanpur,247769,2,0,0,False
25-12-2025,uttar pradesh,sambhal,202410,1,14,0,False
25-12-2025,uttar pradesh,sambhal,202523,0,2,1,False
25-12-2025,uttar pradesh,sant kabir nagar,272170,1,4,0,False
25-12-2025,uttar pradesh,unnao,241501,0,15,0,False
25-12-2025,uttarakhand,haridwar,247662,0,6,0,False
25-12-2025,gujarat,amreli,365545,2,1,0,False
25-12-2025,gujarat,amreli,365565,1,2,0,False
25-12-2025,gujarat,junagadh,362266,0,1,0,False
25-12-2025,gujarat,kachchh,370640,0,1,0,False
25-12-2025,gujarat,mahesana,382730,1,0,0,False
25-12-2025,gujarat,mahesana,382820,1,0,1,False
25-12-2025,gujarat,mahesana,384350,1,0,0,False
25-12-2025,jharkhand,dumka,814145,1,4,0,False
25-12-2025,jharkhand,east singhbhum,832110,1,2,0,False
25-12-2025,jharkhand,gumla,835324,1,2,0,False
25-12-2025,jharkhand,ramgarh,825314,0,1,0,False
25-12-2025,jharkhand,ramgarh,829117,2,2,0,False
25-12-2025,madhya pradesh,tikamgarh,472338,3,4,0,False
25-12-2025,maharashtra,amravati,444728,0,1,0,False
25-12-2025,maharashtra,palghar,401610,2,0,0,False
25-12-2025,andhra pradesh,alluri sitharama raju,507135,1,0,0,False
25-12-2025,andhra pradesh,east godavari,507135,1,0,0,False
25-12-2025,bihar,banka,813224,1,2,0,False
25-12-2025,bihar,begusarai,851122,0,3,0,False
25-12-2025,bihar,bhagalpur,813223,0,2,0,False
25-12-2025,bihar,bhagalpur,813225,0,1,0,False
25-12-2025,bihar,gaya,805130,0,1,0,False
25-12-2025,bihar,muzaffarpur,843143,0,1,0,False
25-12-2025,bihar,nalanda,805130,0,1,0,False
25-12-2025,bihar,nawada,805104,0,9,0,False
25-12-2025,bihar,patna,804454,0,4,0,False
25-12-2025,bihar,saran,841247,0,1,0,False
25-12-2025,chhattisgarh,bijapur,494444,4,10,13,False
25-12-2025,chhattisgarh,bijapur,494447,8,10,14,False
25-12-2025,chhattisgarh,dakshin bastar dantewada,494111,1,0,0,False
25-12-2025,chhattisgarh,kondagaon,494226,7,11,0,False
25-12-2025,chhattisgarh,sukma,494115,0,6,0,False
25-12-2025,dadra and nagar haveli and daman and diu,dadra and nagar haveli,396230,9,0,0,False
25-12-2025,dadra and nagar haveli and daman and diu,dadra and nagar haveli,396240,1,0,0,False
25-12-2025,dadra and nagar haveli and daman and diu,daman,396210,2,0,0,False
25-12-2025,dadra and nagar haveli and daman and diu,diu,362570,1,0,0,False
25-12-2025,west bengal,dakshin dinajpur,733148,1,0,0,False
25-12-2025,west bengal,dakshin dinajpur,733149,1,0,0,False
25-12-2025,west bengal,howrah,711415,0,1,0,False
25-12-2025,west bengal,jalpaiguri,735306,0,2,0,False
25-12-2025,west bengal,malda,732212,1,1,0,False
25-12-2025,west bengal,murshidabad,742171,1,0,0,False
25-12-2025,west bengal,murshidabad,742180,1,0,0,False
25-12-2025,west bengal,paschim medinipur,721258,0,1,0,False
25-12-2025,west bengal,uttar dinajpur,733211,1,1,0,False
25-12-2025,madhya pradesh,bhopal,462021,1,0,0,False
25-12-2025,madhya pradesh,chhindwara,480553,2,0,0,False
25-12-2025,madhya pradesh,chhindwara,480554,2,0,0,False
25-12-2025,maharashtra,jalgaon,424116,1,0,0,False
25-12-2025,maharashtra,nagpur,440004,1,0,0,False
25-12-2025,mizoram,lunglei,796730,0,1,0,False
25-12-2025,punjab,hoshiarpur,144203,0,0,2,False
25-12-2025,punjab,jalandhar,144014,1,0,0,False
25-12-2025,punjab,ludhiana,141017,0,1,0,False
25-12-2025,rajasthan,pratapgarh,313605,3,4,0,False
25-12-2025,rajasthan,pratapgarh,313611,5,2,0,False
25-12-2025,tamil nadu,chengalpattu,603202,1,0,0,False
25-12-2025,tamil nadu,kancheepuram,603202,1,0,0,False
25-12-2025,tamil nadu,theni,625582,1,0,0,False
25-12-2025,tamil nadu,tirunelveli,627659,0,1,0,False
25-12-2025,telangana,nizamabad,503188,1,0,0,False
25-12-2025,uttar pradesh,azamgarh,224166,0,1,0,False
25-12-2025,uttar pradesh,bara banki,227301,2,7,0,False
25-12-2025,uttar pradesh,bulandshahr,202390,0,2,0,False
25-12-2025,uttar pradesh,bulandshahr,202395,0,4,0,False
25-12-2025,uttar pradesh,bulandshahr,202398,3,9,0,False
25-12-2025,uttar pradesh,firozabad,205145,1,0,0,False
25-12-2025,uttar pradesh,firozabad,205152,3,2,0,False
25-12-2025,uttar pradesh,lucknow,227101,2,4,0,False
25-12-2025,uttar pradesh,lucknow,227105,1,6,0,False
25-12-2025,uttar pradesh,lucknow,227115,3,4,0,False
25-12-2025,uttar pradesh,lucknow,227205,0,6,0,False
25-12-2025,uttar pradesh,mainpuri,206302,0,7,0,False
25-12-2025,uttar pradesh,mau,121705,2,3,0,False
25-12-2025,uttar pradesh,saharanpur,247670,1,0,0,False
25-12-2025,uttar pradesh,sambhal,202411,1,1,0,False
25-12-2025,uttar pradesh,sambhal,202527,1,8,0,False
25-12-2025,uttar pradesh,shahjahanpur,242123,1,0,0,False
25-12-2025,uttar pradesh,unnao,229501,3,4,0,False
25-12-2025,uttar pradesh,unnao,241504,3,11,0,False
25-12-2025,west bengal,bankura,722107,1,0,0,False
25-12-2025,west bengal,cooch behar,736132,1,0,0,False
25-12-2025,west bengal,cooch behar,736180,0,1,0,False
25-12-2025,west bengal,hooghly,712707,1,1,0,False
25-12-2025,west bengal,kalimpong,734319,1,0,0,False
25-12-2025,west bengal,murshidabad,742181,1,0,0,False
25-12-2025,west bengal,north 24 parganas,700098,1,0,0,False
25-12-2025,west bengal,purba medinipur,721462,1,0,0,False
25-12-2025,west bengal,uttar dinajpur,733212,0,2,0,False
25-12-2025,west bengal,uttar dinajpur,733213,0,1,0,False
25-12-2025,west bengal,uttar dinajpur,733214,0,1,0,False
25-12-2025,bihar,bhagalpur,813112,0,1,0,False
25-12-2025,bihar,bhagalpur,813206,0,2,0,False
25-12-2025,bihar,jehanabad,804454,1,5,0,False
25-12-2025,bihar,muzaffarpur,843144,0,2,0,False
25-12-2025,bihar,muzaffarpur,843161,0,1,0,False
25-12-2025,bihar,nawada,805130,2,30,0,False
25-12-2025,bihar,samastipur,848111,0,2,0,False
25-12-2025,chandigarh,chandigarh,160055,1,0,0,False
25-12-2025,chhattisgarh,bastar,494115,3,1,0,False
25-12-2025,chhattisgarh,bilaspur,495223,0,1,0,False
25-12-2025,chhattisgarh,dakshin bastar dantewada,494552,4,0,0,False
25-12-2025,chhattisgarh,mohla-manpur-ambagarh chouki,491666,0,1,0,False
25-12-2025,chhattisgarh,sukma,494111,1,5,0,False
25-12-2025,chhattisgarh,uttar bastar kanker,494669,2,2,0,False
25-12-2025,dadra and nagar haveli and daman and diu,diu,362540,1,0,0,False
25-12-2025,gujarat,ahmedabad,387810,1,0,0,False
25-12-2025,gujarat,kachchh,370240,15,1,0,False
25-12-2025,gujarat,mahesana,382732,3,2,0,False
25-12-2025,gujarat,mahesana,382870,5,0,1,False
25-12-2025,gujarat,rajkot,364465,1,0,0,False
25-12-2025,gujarat,surat,394230,3,3,0,False
25-12-2025,gujarat,surat,395620,1,0,0,False
25-12-2025,haryana,bhiwani,127110,0,1,0,False
25-12-2025,himachal pradesh,kangra,176219,2,0,0,False
26-12-2025,madhya pradesh,tikamgarh,472338,10,1,0,False
26-12-2025,madhya pradesh,tikamgarh,472446,4,0,0,False
26-12-2025,maharashtra,amravati,444728,2,0,0,False
26-12-2025,maharashtra,nagpur,440009,1,0,0,False
26-12-2025,odisha,boudh,760020,1,0,0,False
26-12-2025,punjab,ludhiana,141017,0,0,1,False
26-12-2025,tamil nadu,kancheepuram,603202,5,0,0,False
26-12-2025,tamil nadu,viluppuram,605107,1,0,0,False
26-12-2025,telangana,mahabubnagar,509401,1,0,0,False
26-12-2025,uttar pradesh,azamgarh,224166,1,0,0,False
26-12-2025,uttar pradesh,baghpat,250515,4,0,0,False
26-12-2025,chhattisgarh,bastar,494005,8,1,0,False
26-12-2025,chhattisgarh,bastar,494115,23,2,0,False
26-12-2025,chhattisgarh,bijapur,494447,26,4,0,False
26-12-2025,chhattisgarh,dakshin bastar dantewada,494441,8,0,0,False
26-12-2025,chhattisgarh,dakshin bastar dantewada,494552,5,1,0,False
26-12-2025,chhattisgarh,sukma,494111,27,0,5,False
26-12-2025,chhattisgarh,uttar bastar kanker,494665,4,0,0,False
26-12-2025,gujarat,mahesana,382732,1,0,0,False
26-12-2025,gujarat,narmada,391121,1,0,0,False
26-12-2025,gujarat,surat,394230,2,3,0,False
26-12-2025,haryana,ambala,133021,1,0,0,False
26-12-2025,jammu and kashmir,srinagar,191123,1,0,0,False
26-12-2025,jharkhand,ramgarh,825101,4,1,0,False
26-12-2025,karnataka,vijayapura,586102,1,0,0,False
26-12-2025,madhya pradesh,gwalior,474005,2,0,0,False
26-12-2025,uttar pradesh,budaun,202525,3,1,0,False
26-12-2025,uttar pradesh,bulandshahr,202391,2,3,0,False
26-12-2025,uttar pradesh,bulandshahr,202393,8,17,0,False
26-12-2025,uttar pradesh,bulandshahr,202395,3,2,0,False
26-12-2025,uttar pradesh,bulandshahr,202397,2,2,0,False
26-12-2025,uttar pradesh,bulandshahr,245405,7,5,0,False
26-12-2025,uttar pradesh,bulandshahr,245409,4,1,0,False
26-12-2025,uttar pradesh,farrukhabad,206451,1,4,0,False
26-12-2025,uttar pradesh,farrukhabad,207502,4,4,0,False
26-12-2025,uttar pradesh,fatehpur,212666,1,0,0,False
26-12-2025,uttar pradesh,fatehpur,216221,12,4,0,False
26-12-2025,uttar pradesh,firozabad,205141,5,5,0,False
26-12-2025,uttar pradesh,gautam buddha nagar,201308,0,2,0,False
26-12-2025,uttar pradesh,lucknow,227111,7,2,0,False
26-12-2025,uttar pradesh,lucknow,227305,8,5,0,False
26-12-2025,uttar pradesh,mirzapur,231310,0,1,0,False
26-12-2025,uttar pradesh,rampur,202411,0,1,0,False
26-12-2025,uttar pradesh,rampur,243701,21,4,0,False
26-12-2025,uttar pradesh,saharanpur,247670,1,0,0,False
26-12-2025,uttar pradesh,sambhal,202412,12,4,0,False
26-12-2025,uttar pradesh,sambhal,202421,8,21,0,False
26-12-2025,uttar pradesh,sambhal,202527,6,3,2,False
26-12-2025,uttar pradesh,sant kabir nagar,272170,2,0,0,False
26-12-2025,uttar pradesh,shahjahanpur,242123,1,0,0,False
26-12-2025,uttar pradesh,unnao,209506,1,2,0,False
26-12-2025,uttar pradesh,unnao,229504,4,2,0,False
26-12-2025,uttar pradesh,unnao,229841,3,1,0,False
26-12-2025,uttar pradesh,unnao,241501,6,3,0,False
26-12-2025,uttarakhand,nainital,263002,1,0,0,False
26-12-2025,west bengal,bankura,722145,6,0,0,False
26-12-2025,west bengal,dakshin dinajpur,733148,1,0,0,False
26-12-2025,west bengal,darjeeling,734317,0,1,0,False
26-12-2025,west bengal,hooghly,712247,1,1,0,False
26-12-2025,west bengal,hooghly,712705,0,1,0,False
26-12-2025,west bengal,hooghly,712707,0,1,0,False
26-12-2025,west bengal,jalpaiguri,735137,0,1,0,False
26-12-2025,west bengal,murshidabad,742171,4,0,0,False
26-12-2025,west bengal,murshidabad,742229,1,1,0,False
26-12-2025,west bengal,purba medinipur,721665,2,0,0,False
26-12-2025,andhra pradesh,ananthapuramu,515767,1,0,0,False
26-12-2025,andhra pradesh,east godavari,507134,4,0,0,False
26-12-2025,andhra pradesh,east godavari,507135,6,1,0,False
26-12-2025,bihar,bhagalpur,813112,2,0,0,False
26-12-2025,bihar,madhepura,852210,9,16,0,False
26-12-2025,bihar,muzaffarpur,843153,3,2,0,False
