date,state,district,pincode,age_0_5,age_5_17,age_18_greater,district_new
14-11-2025,chhattisgarh,koriya,497447,1,0,0,
14-11-2025,delhi,north east delhi,110032,5,1,0,
14-11-2025,delhi,north east delhi,110053,12,0,0,
14-11-2025,delhi,north west delhi,110036,5,2,0,
14-11-2025,delhi,north west delhi,110056,1,0,0,
14-11-2025,delhi,north west delhi,110082,3,0,0,
14-11-2025,delhi,south west delhi,110070,1,0,0,
14-11-2025,delhi,south west delhi,110072,1,1,0,
14-11-2025,gujarat,dohad,389151,12,10,0,
14-11-2025,gujarat,dohad,389190,0,1,0,
14-11-2025,haryana,gurgaon,122103,4,0,0,
14-11-2025,haryana,gurgaon,122505,1,0,0,
14-11-2025,haryana,mewat,122104,9,0,0,
14-11-2025,jammu and kashmir,kargil,194301,1,0,0,
14-11-2025,jammu and kashmir,punch,185101,7,6,0,
14-11-2025,jammu and kashmir,punch,185111,7,0,0,
14-11-2025,karnataka,bangalore,560011,4,1,0,
14-11-2025,karnataka,bangalore,560043,2,0,0,
14-11-2025,karnataka,bangalore,560051,1,0,0,
14-11-2025,karnataka,bangalore,560053,1,0,0,
14-11-2025,karnataka,bangalore,560056,1,0,0,
14-11-2025,karnataka,bangalore,560062,2,0,0,
14-11-2025,karnataka,bangalore,560064,3,0,0,
14-11-2025,karnataka,bangalore,560065,1,0,0,
14-11-2025,karnataka,bangalore,560072,1,0,0,
14-11-2025,karnataka,bangalore,560096,1,0,0,
14-11-2025,karnataka,bangalore,560100,1,0,0,
14-11-2025,karnataka,bangalore,562107,0,1,0,
14-11-2025,karnataka,bangalore,562125,1,2,0,
14-11-2025,karnataka,bangalore,562157,1,0,0,
14-11-2025,karnataka,belgaum,590006,1,0,0,
14-11-2025,karnataka,belgaum,591114,2,0,0,
14-11-2025,karnataka,belgaum,591126,1,1,0,
14-11-2025,karnataka,belgaum,591213,5,0,0,
14-11-2025,karnataka,belgaum,591221,1,0,0,
14-11-2025,karnataka,belgaum,591225,3,0,0,
14-11-2025,karnataka,belgaum,591302,2,0,0,
14-11-2025,karnataka,bellary,583102,4,1,0,
14-11-2025,karnataka,bellary,583212,0,1,0,
14-11-2025,karnataka,bengaluru,560037,0,1,3,
14-11-2025,karnataka,bengaluru,560043,1,3,1,
14-11-2025,karnataka,bengaluru,560045,8,2,1,
14-11-2025,karnataka,bengaluru,560048,0,1,0,
14-11-2025,karnataka,bengaluru,560054,0,2,0,
14-11-2025,karnataka,bengaluru,560061,2,2,0,
14-11-2025,karnataka,bengaluru,560062,0,0,1,
14-11-2025,karnataka,bengaluru,560068,5,4,5,
14-11-2025,karnataka,bengaluru,560078,3,3,1,
14-11-2025,karnataka,bengaluru,560084,2,0,0,
14-11-2025,karnataka,bengaluru,560087,3,1,0,
14-11-2025,karnataka,bengaluru,560113,0,0,1,
14-11-2025,karnataka,bijapur,586104,6,1,0,
14-11-2025,karnataka,bijapur,586108,2,1,0,
14-11-2025,karnataka,bijapur,586128,1,1,0,
14-11-2025,karnataka,bijapur,586204,1,0,0,
14-11-2025,karnataka,bijapur,586211,3,0,0,
14-11-2025,karnataka,bijapur,586214,0,1,0,
14-11-2025,karnataka,gulbarga,585222,4,0,0,
14-11-2025,karnataka,gulbarga,585308,2,1,0,
14-11-2025,karnataka,gulbarga,585314,1,0,0,
14-11-2025,karnataka,gulbarga,585318,2,1,0,
14-11-2025,karnataka,gulbarga,585324,1,0,0,
14-11-2025,karnataka,mysore,570008,3,0,0,
14-11-2025,karnataka,mysore,570015,1,1,0,
14-11-2025,karnataka,mysore,571108,2,0,0,
14-11-2025,karnataka,mysore,571121,2,0,0,
14-11-2025,karnataka,mysore,571315,1,0,0,
14-11-2025,karnataka,ramanagar,562109,2,0,0,
14-11-2025,karnataka,ramanagar,562131,1,0,0,
14-11-2025,karnataka,ramanagar,562159,5,0,0,
14-11-2025,karnataka,ramanagar,562160,6,2,0,
14-11-2025,madhya pradesh,east nimar,450337,1,0,0,
14-11-2025,madhya pradesh,hoshangabad,461221,4,0,0,
14-11-2025,madhya pradesh,hoshangabad,461771,1,0,0,
14-11-2025,madhya pradesh,hoshangabad,461881,1,0,0,
14-11-2025,madhya pradesh,west nimar,451332,1,0,0,
14-11-2025,madhya pradesh,west nimar,451335,0,1,0,
14-11-2025,madhya pradesh,west nimar,451441,1,0,0,
14-11-2025,maharashtra,ahmadnagar,413204,0,1,0,
14-11-2025,maharashtra,ahmadnagar,413706,0,1,0,
14-11-2025,maharashtra,ahmadnagar,413726,1,0,0,
14-11-2025,maharashtra,ahmadnagar,413728,2,1,0,
14-11-2025,maharashtra,ahmadnagar,414302,1,0,0,
14-11-2025,maharashtra,ahmadnagar,414603,6,1,0,
14-11-2025,maharashtra,ahmadnagar,422605,4,2,2,
14-11-2025,maharashtra,ahmadnagar,422611,1,0,0,
14-11-2025,maharashtra,ahmadnagar,422622,1,0,1,
14-11-2025,maharashtra,ahmadnagar,423109,1,0,0,
14-11-2025,maharashtra,aurangabad,431007,8,2,0,
14-11-2025,maharashtra,aurangabad,431105,2,1,0,
14-11-2025,maharashtra,aurangabad,431112,4,1,0,
14-11-2025,maharashtra,aurangabad,431120,2,0,0,
14-11-2025,maharashtra,aurangabad,431133,7,2,0,
14-11-2025,maharashtra,aurangabad,431136,7,1,0,
14-11-2025,maharashtra,aurangabad,431137,0,1,0,
14-11-2025,maharashtra,aurangabad,431147,3,0,0,
14-11-2025,maharashtra,bid,431123,1,0,0,
14-11-2025,maharashtra,osmanabad,413601,1,3,0,
14-11-2025,maharashtra,osmanabad,413602,1,0,0,
14-11-2025,manipur,imphal east,795008,1,0,0,
14-11-2025,meghalaya,east garo hills,794108,0,1,3,
14-11-2025,meghalaya,east garo hills,794110,1,1,12,
14-11-2025,meghalaya,east jaintia hills,793200,1,3,3,
14-11-2025,meghalaya,east khasi hills,793002,1,0,0,
14-11-2025,meghalaya,east khasi hills,793110,4,7,0,
14-11-2025,meghalaya,east khasi hills,793121,3,2,1,
14-11-2025,meghalaya,south garo hills,794005,2,1,0,
14-11-2025,meghalaya,south garo hills,794102,0,1,0,
14-11-2025,meghalaya,south west khasi hills,793114,1,2,0,
14-11-2025,meghalaya,west garo hills,794001,3,1,0,
14-11-2025,meghalaya,west garo hills,794002,1,2,0,
14-11-2025,meghalaya,west garo hills,794101,1,1,0,
14-11-2025,meghalaya,west garo hills,794103,4,3,3,
14-11-2025,meghalaya,west garo hills,794104,13,8,11,
14-11-2025,meghalaya,west garo hills,794105,0,0,1,
14-11-2025,meghalaya,west khasi hills,793120,2,1,0,
14-11-2025,odisha,baleshwar,756021,1,0,0,
14-11-2025,odisha,baleswar,756002,1,0,0,
14-11-2025,odisha,baleswar,756025,2,1,0,
14-11-2025,odisha,baleswar,756029,0,1,0,
14-11-2025,odisha,baleswar,756055,1,0,0,
14-11-2025,odisha,baleswar,756126,1,0,0,
14-11-2025,odisha,subarnapur,767018,2,0,0,
14-11-2025,puducherry,pondicherry,605005,1,0,0,
14-11-2025,puducherry,pondicherry,605006,1,0,0,
14-11-2025,puducherry,pondicherry,605009,2,0,0,
14-11-2025,puducherry,pondicherry,605107,2,0,0,
14-11-2025,puducherry,pondicherry,605111,1,0,0,
14-11-2025,telangana,k.v. rangareddy,500008,0,1,0,
14-11-2025,telangana,k.v. rangareddy,500039,2,1,0,
14-11-2025,telangana,k.v. rangareddy,500049,6,2,0,
14-11-2025,telangana,k.v. rangareddy,500058,1,0,0,
14-11-2025,telangana,k.v. rangareddy,500075,3,0,0,
14-11-2025,telangana,k.v. rangareddy,500086,5,2,0,
14-11-2025,telangana,k.v. rangareddy,500089,7,1,0,
14-11-2025,telangana,k.v. rangareddy,500090,1,0,0,
14-11-2025,telangana,k.v. rangareddy,501401,1,0,0,
14-11-2025,telangana,k.v. rangareddy,509358,3,0,0,
14-11-2025,uttar pradesh,allahabad,211006,2,1,0,
14-11-2025,uttar pradesh,allahabad,211019,1,2,0,
14-11-2025,uttar pradesh,allahabad,212104,4,2,0,
14-11-2025,uttar pradesh,allahabad,212109,3,2,0,
14-11-2025,uttar pradesh,allahabad,221502,1,2,0,
14-11-2025,west bengal,barddhaman,712308,1,0,0,
14-11-2025,west bengal,barddhaman,713101,2,2,0,
14-11-2025,west bengal,barddhaman,713122,1,0,0,
14-11-2025,west bengal,barddhaman,713146,2,0,0,
14-11-2025,west bengal,barddhaman,713155,0,1,0,
14-11-2025,west bengal,barddhaman,713213,0,1,0,
14-11-2025,west bengal,barddhaman,713302,1,0,0,
14-11-2025,west bengal,barddhaman,713324,1,0,0,
14-11-2025,west bengal,barddhaman,713330,1,0,0,
14-11-2025,west bengal,barddhaman,713339,0,2,0,
14-11-2025,west bengal,barddhaman,713347,1,1,0,
14-11-2025,west bengal,barddhaman,713357,0,1,0,
14-11-2025,west bengal,barddhaman,713359,2,0,0,
14-11-2025,west bengal,barddhaman,713370,1,0,0,
14-11-2025,west bengal,barddhaman,713513,1,2,0,
14-11-2025,west bengal,barddhaman,741319,1,0,0,
14-11-2025,west bengal,bardhaman,713147,1,0,0,
14-11-2025,west bengal,bardhaman,713325,2,0,0,
14-11-2025,west bengal,east midnapore,721433,1,0,0,
14-11-2025,west bengal,east midnapore,721439,1,0,0,
14-11-2025,west bengal,east midnapore,721442,1,0,0,
14-11-2025,west bengal,east midnapore,721446,1,1,0,
14-11-2025,west bengal,east midnapore,721455,1,0,0,
14-11-2025,west bengal,east midnapore,721458,1,0,0,
14-11-2025,west bengal,haora,711104,1,0,0,
14-11-2025,west bengal,haora,711107,1,0,0,
14-11-2025,west bengal,haora,711226,3,0,0,
14-11-2025,west bengal,haora,711322,2,0,0,
14-11-2025,west bengal,north dinajpur,733129,0,1,0,
14-11-2025,west bengal,west midnapore,721424,1,0,0,
14-11-2025,andhra pradesh,adilabad,504109,1,0,0,
14-11-2025,andhra pradesh,adilabad,504299,1,0,0,
14-11-2025,andhra pradesh,adilabad,504302,1,0,0,
14-11-2025,andhra pradesh,adilabad,504303,1,0,0,
14-11-2025,andhra pradesh,cuddapah,516129,1,0,0,
14-11-2025,andhra pradesh,cuddapah,516130,1,0,0,
14-11-2025,andhra pradesh,cuddapah,516162,1,1,0,
14-11-2025,andhra pradesh,cuddapah,516175,1,0,0,
14-11-2025,andhra pradesh,cuddapah,516218,1,0,0,
14-11-2025,andhra pradesh,cuddapah,516360,3,2,0,
14-11-2025,andhra pradesh,cuddapah,516362,2,0,0,
14-11-2025,andhra pradesh,hyderabad,500003,1,1,0,
14-11-2025,andhra pradesh,hyderabad,500007,1,0,0,
14-11-2025,andhra pradesh,hyderabad,500011,1,0,0,
14-11-2025,andhra pradesh,hyderabad,500024,1,0,0,
14-11-2025,andhra pradesh,hyderabad,500029,1,0,0,
14-11-2025,andhra pradesh,hyderabad,500050,1,0,0,
14-11-2025,andhra pradesh,hyderabad,500062,2,0,0,
14-11-2025,andhra pradesh,hyderabad,500064,9,2,0,
14-11-2025,andhra pradesh,khammam,507117,1,0,0,
14-11-2025,andhra pradesh,khammam,507129,0,1,0,
14-11-2025,andhra pradesh,khammam,507163,1,0,0,
14-11-2025,andhra pradesh,khammam,507208,1,0,0,
14-11-2025,andhra pradesh,khammam,507305,1,0,0,
14-11-2025,andhra pradesh,mahabub nagar,509132,2,0,0,
14-11-2025,andhra pradesh,mahabub nagar,509152,1,0,0,
14-11-2025,andhra pradesh,mahabub nagar,509207,0,1,0,
14-11-2025,andhra pradesh,mahabub nagar,509208,0,1,0,
14-11-2025,andhra pradesh,mahabub nagar,509210,2,1,0,
14-11-2025,andhra pradesh,mahabub nagar,509336,1,0,0,
14-11-2025,andhra pradesh,mahabub nagar,509339,1,1,0,
14-11-2025,andhra pradesh,mahbubnagar,509204,1,0,0,
14-11-2025,andhra pradesh,mahbubnagar,509210,1,1,0,
14-11-2025,andhra pradesh,mahbubnagar,509216,1,1,0,
14-11-2025,andhra pradesh,n. t. r,520010,0,0,2,
14-11-2025,andhra pradesh,n. t. r,521180,0,0,1,
14-11-2025,andhra pradesh,nizamabad,503175,1,0,0,
14-11-2025,andhra pradesh,rangareddi,500037,1,0,0,
14-11-2025,andhra pradesh,rangareddi,500039,1,0,0,
14-11-2025,andhra pradesh,rangareddi,500060,1,0,0,
14-11-2025,andhra pradesh,rangareddi,500076,2,0,0,
14-11-2025,andhra pradesh,warangal,506122,1,0,0,
14-11-2025,andhra pradesh,warangal,506167,1,0,0,
14-11-2025,bihar,east champaran,845302,1,2,3,
14-11-2025,bihar,east champaran,845303,1,3,1,
14-11-2025,bihar,east champaran,845416,0,5,0,
14-11-2025,bihar,east champaran,845422,0,1,0,
14-11-2025,bihar,east champaran,845425,0,1,0,
14-11-2025,bihar,east champaran,845426,1,4,0,
14-11-2025,bihar,east champaran,845428,1,1,0,
14-11-2025,bihar,west champaran,845101,2,7,1,
14-11-2025,bihar,west champaran,845307,2,8,0,
14-11-2025,bihar,west champaran,845404,3,6,0,
14-11-2025,bihar,west champaran,845453,1,12,2,
14-11-2025,chhattisgarh,baloda bazar,492112,4,2,0,
14-11-2025,chhattisgarh,baloda bazar,493335,1,0,0,
14-11-2025,chhattisgarh,koriya,497331,2,2,0,
14-11-2025,chhattisgarh,koriya,497335,5,1,0,
14-11-2025,chhattisgarh,koriya,497339,2,4,0,
14-11-2025,chhattisgarh,koriya,497442,1,3,0,
14-11-2025,delhi,north west delhi,110039,8,2,0,
14-11-2025,delhi,north west delhi,110083,1,1,0,
14-11-2025,delhi,south west delhi,110010,0,1,0,
14-11-2025,delhi,south west delhi,110028,4,1,0,
14-11-2025,delhi,south west delhi,110071,3,2,0,
14-11-2025,gujarat,dohad,389140,1,0,0,
14-11-2025,gujarat,dohad,389154,2,2,0,
14-11-2025,gujarat,dohad,389380,1,0,0,
14-11-2025,haryana,gurgaon,122006,1,0,0,
14-11-2025,haryana,gurgaon,122011,0,0,1,
14-11-2025,haryana,gurgaon,122017,3,0,0,
14-11-2025,haryana,gurgaon,122051,1,0,0,
14-11-2025,haryana,gurgaon,122101,1,0,0,
14-11-2025,haryana,gurgaon,122502,1,1,0,
14-11-2025,haryana,gurgaon,122506,2,0,0,
14-11-2025,haryana,mewat,122108,9,2,0,
14-11-2025,karnataka,bangalore,560001,4,0,0,
14-11-2025,karnataka,bangalore,560005,1,1,0,
14-11-2025,karnataka,bangalore,560022,2,0,0,
14-11-2025,karnataka,bangalore,560041,1,0,0,
14-11-2025,karnataka,bangalore,560045,2,2,0,
14-11-2025,karnataka,bangalore,560058,2,0,0,
14-11-2025,karnataka,bangalore,560077,1,0,0,
14-11-2025,karnataka,bangalore,560078,1,2,0,
14-11-2025,karnataka,bangalore,560090,1,0,0,
14-11-2025,karnataka,bangalore,560091,2,0,0,
14-11-2025,karnataka,belgaum,590003,4,0,0,
14-11-2025,karnataka,belgaum,590005,3,0,0,
14-11-2025,karnataka,belgaum,591102,1,0,0,
14-11-2025,karnataka,belgaum,591119,1,0,0,
14-11-2025,karnataka,belgaum,591121,1,0,0,
14-11-2025,karnataka,belgaum,591123,1,0,0,
14-11-2025,karnataka,belgaum,591227,1,0,0,
14-11-2025,karnataka,belgaum,591231,1,0,0,
14-11-2025,karnataka,belgaum,591234,1,0,0,
14-11-2025,karnataka,belgaum,591243,2,0,0,
14-11-2025,karnataka,belgaum,591244,1,0,0,
14-11-2025,karnataka,belgaum,591304,2,0,0,
14-11-2025,karnataka,belgaum,591312,2,0,0,
14-11-2025,karnataka,belgaum,591313,3,0,0,
14-11-2025,karnataka,bellary,583101,4,0,0,
14-11-2025,karnataka,bellary,583113,3,0,0,
14-11-2025,karnataka,bellary,583114,0,1,0,
14-11-2025,karnataka,bellary,583116,2,1,0,
14-11-2025,karnataka,bellary,583123,2,2,0,
14-11-2025,karnataka,bellary,583129,1,1,0,
14-11-2025,karnataka,bellary,583225,1,0,0,
14-11-2025,karnataka,bengaluru,560001,2,1,0,
14-11-2025,karnataka,bengaluru,560008,1,0,0,
14-11-2025,karnataka,bengaluru,560013,3,0,0,
14-11-2025,karnataka,bengaluru,560016,1,1,2,
14-11-2025,karnataka,bengaluru,560017,1,1,0,
14-11-2025,karnataka,bengaluru,560033,2,0,0,
14-11-2025,karnataka,bengaluru,560038,0,2,1,
14-11-2025,karnataka,bengaluru,560039,1,0,0,
14-11-2025,karnataka,bengaluru,560047,3,0,2,
14-11-2025,karnataka,bengaluru,560049,4,2,0,
14-11-2025,karnataka,bengaluru,560051,2,0,0,
14-11-2025,karnataka,bengaluru,560058,3,0,0,
14-11-2025,karnataka,bengaluru,560064,6,3,2,
14-11-2025,karnataka,bengaluru,560067,2,2,0,
14-11-2025,karnataka,bengaluru,560079,2,1,0,
14-11-2025,karnataka,bengaluru,560085,3,0,0,
14-11-2025,karnataka,bengaluru,560090,1,0,1,
14-11-2025,karnataka,bengaluru,560105,1,2,0,
14-11-2025,karnataka,bengaluru,562106,1,1,0,
14-11-2025,karnataka,bengaluru,562123,0,1,0,
14-11-2025,karnataka,bengaluru,562157,2,0,1,
14-11-2025,karnataka,bijapur,586113,2,0,0,
14-11-2025,karnataka,bijapur,586123,3,0,0,
14-11-2025,karnataka,bijapur,586215,1,0,0,
14-11-2025,karnataka,gulbarga,585104,3,0,0,
14-11-2025,karnataka,gulbarga,585305,3,0,0,
14-11-2025,karnataka,gulbarga,585320,2,1,0,
14-11-2025,karnataka,mysore,570020,1,0,0,
14-11-2025,karnataka,mysore,570021,2,0,0,
14-11-2025,karnataka,mysore,570028,1,0,0,
14-11-2025,karnataka,mysore,571122,1,0,0,
14-11-2025,karnataka,ramanagar,562108,1,0,0,
14-11-2025,karnataka,ramanagar,562120,3,0,0,
14-11-2025,karnataka,ramanagar,571511,1,0,0,
14-11-2025,madhya pradesh,east nimar,450112,2,2,0,
14-11-2025,madhya pradesh,west nimar,451111,1,0,0,
14-11-2025,madhya pradesh,west nimar,451115,1,0,0,
14-11-2025,maharashtra,ahmadnagar,412210,1,0,0,
14-11-2025,maharashtra,ahmadnagar,413714,0,1,0,
14-11-2025,maharashtra,ahmadnagar,413718,1,0,0,
14-11-2025,maharashtra,ahmadnagar,413722,1,0,0,
14-11-2025,maharashtra,ahmadnagar,414002,1,0,1,
14-11-2025,maharashtra,ahmadnagar,414005,0,1,0,
14-11-2025,maharashtra,ahmadnagar,414402,0,1,0,
14-11-2025,maharashtra,ahmadnagar,414503,1,0,0,
14-11-2025,maharashtra,ahmadnagar,423601,0,1,0,
14-11-2025,maharashtra,ahmadnagar,423603,1,0,0,
14-11-2025,maharashtra,aurangabad,431132,1,0,0,
14-11-2025,maharashtra,aurangabad,431151,0,1,0,
14-11-2025,maharashtra,bid,431122,0,1,0,
14-11-2025,maharashtra,bid,431131,0,1,0,
14-11-2025,maharashtra,osmanabad,413525,1,0,0,
14-11-2025,manipur,imphal east,795005,3,2,0,
14-11-2025,manipur,imphal east,795010,2,3,0,
14-11-2025,manipur,imphal east,795116,0,3,0,
14-11-2025,manipur,imphal west,795003,1,0,0,
14-11-2025,manipur,imphal west,795009,0,1,0,
14-11-2025,manipur,imphal west,795132,1,0,0,
14-11-2025,meghalaya,east garo hills,794111,1,1,40,
14-11-2025,meghalaya,east jaintia hills,793160,0,1,5,
14-11-2025,meghalaya,east khasi hills,793008,0,0,1,
14-11-2025,meghalaya,east khasi hills,793022,0,1,0,
14-11-2025,meghalaya,east khasi hills,793112,0,1,2,
14-11-2025,meghalaya,east khasi hills,793113,0,1,0,
14-11-2025,meghalaya,north garo hills,783134,1,2,0,
14-11-2025,meghalaya,north garo hills,794110,2,0,0,
14-11-2025,meghalaya,west jaintia hills,793161,1,2,0,
14-11-2025,odisha,baleshwar,756044,1,0,0,
14-11-2025,odisha,baleswar,756001,3,0,0,
14-11-2025,odisha,baleswar,756033,1,0,0,
14-11-2025,odisha,baleswar,756045,2,0,0,
14-11-2025,odisha,baleswar,756079,1,0,0,
14-11-2025,puducherry,pondicherry,605013,1,0,0,
14-11-2025,puducherry,pondicherry,605106,2,0,0,
14-11-2025,puducherry,pondicherry,605110,3,0,0,
14-11-2025,punjab,nawanshahr,144514,1,0,0,
14-11-2025,sikkim,east sikkim,737135,2,0,0,
14-11-2025,sikkim,south,737128,1,0,0,
14-11-2025,sikkim,south,737139,1,0,0,
14-11-2025,telangana,k.v. rangareddy,500018,3,0,0,
14-11-2025,telangana,k.v. rangareddy,500050,2,0,0,
14-11-2025,telangana,k.v. rangareddy,500074,0,1,0,
14-11-2025,telangana,k.v. rangareddy,500077,0,1,0,
14-11-2025,telangana,k.v. rangareddy,500078,2,0,0,
14-11-2025,telangana,k.v. rangareddy,501142,4,1,0,
14-11-2025,telangana,k.v. rangareddy,501143,1,0,0,
14-11-2025,telangana,k.v. rangareddy,501359,2,1,0,
14-11-2025,telangana,k.v. rangareddy,501504,9,0,0,
14-11-2025,telangana,k.v. rangareddy,501505,2,0,0,
14-11-2025,telangana,k.v. rangareddy,501508,0,3,0,
14-11-2025,telangana,k.v. rangareddy,501509,6,0,0,
14-11-2025,telangana,k.v. rangareddy,509202,2,0,0,
14-11-2025,telangana,k.v. rangareddy,509217,3,0,0,
14-11-2025,telangana,k.v. rangareddy,509339,1,1,0,
14-11-2025,telangana,k.v. rangareddy,509410,2,1,0,
14-11-2025,uttar pradesh,allahabad,211010,0,1,0,
14-11-2025,uttar pradesh,allahabad,212107,5,5,0,
14-11-2025,uttar pradesh,allahabad,212208,1,0,0,
14-11-2025,uttar pradesh,allahabad,229412,1,1,0,
14-11-2025,west bengal,barddhaman,712410,1,0,0,
14-11-2025,west bengal,barddhaman,713129,4,1,0,
14-11-2025,west bengal,barddhaman,713205,1,0,0,
14-11-2025,west bengal,barddhaman,713301,2,1,0,
14-11-2025,west bengal,barddhaman,713338,1,0,0,
14-11-2025,west bengal,barddhaman,713403,2,0,0,
14-11-2025,west bengal,barddhaman,713404,1,0,0,
14-11-2025,west bengal,barddhaman,713408,2,0,0,
14-11-2025,west bengal,barddhaman,713420,1,0,0,
14-11-2025,west bengal,barddhaman,713428,4,0,0,
14-11-2025,west bengal,barddhaman,713512,5,1,0,
14-11-2025,west bengal,bardhaman,713131,1,0,0,
14-11-2025,west bengal,bardhaman,713143,1,0,0,
14-11-2025,west bengal,bardhaman,713363,1,1,0,
14-11-2025,west bengal,bardhaman,713409,1,0,0,
14-11-2025,west bengal,east midnapore,721423,1,0,0,
14-11-2025,west bengal,east midnapore,721655,0,1,0,
14-11-2025,west bengal,haora,711101,1,1,0,
14-11-2025,west bengal,haora,711303,2,1,0,
14-11-2025,west bengal,haora,711309,0,1,0,
14-11-2025,west bengal,haora,711316,3,0,0,
14-11-2025,west bengal,hugli,712233,1,0,0,
14-11-2025,west bengal,medinipur,721301,1,0,0,
14-11-2025,west bengal,south dinajpur,733103,1,0,0,
14-11-2025,west bengal,west midnapore,721305,1,0,0,
14-11-2025,west bengal,west midnapore,721517,2,0,0,
14-11-2025,andhra pradesh,adilabad,504201,2,0,0,
14-11-2025,andhra pradesh,adilabad,504214,1,0,0,
14-11-2025,andhra pradesh,adilabad,504251,1,0,0,
14-11-2025,andhra pradesh,adilabad,504292,1,0,0,
14-11-2025,andhra pradesh,adilabad,504313,1,1,0,
14-11-2025,andhra pradesh,adilabad,504346,0,1,0,
14-11-2025,andhra pradesh,cuddapah,516127,1,0,0,
14-11-2025,andhra pradesh,cuddapah,516163,1,0,0,
14-11-2025,andhra pradesh,cuddapah,516215,2,0,0,
14-11-2025,andhra pradesh,cuddapah,516217,2,0,0,
14-11-2025,andhra pradesh,cuddapah,516293,2,0,0,
14-11-2025,andhra pradesh,cuddapah,516310,2,0,0,
14-11-2025,andhra pradesh,cuddapah,516359,1,0,0,
14-11-2025,andhra pradesh,cuddapah,516380,1,0,0,
14-11-2025,andhra pradesh,cuddapah,516454,2,0,0,
14-11-2025,andhra pradesh,hyderabad,500001,1,0,0,
14-11-2025,andhra pradesh,hyderabad,500005,2,0,0,
14-11-2025,andhra pradesh,hyderabad,500008,4,0,0,
14-11-2025,andhra pradesh,hyderabad,500013,1,1,0,
14-11-2025,andhra pradesh,hyderabad,500016,0,1,0,
14-11-2025,andhra pradesh,hyderabad,500020,1,0,0,
14-11-2025,andhra pradesh,hyderabad,500023,6,2,0,
14-11-2025,andhra pradesh,hyderabad,500061,1,1,0,
14-11-2025,andhra pradesh,hyderabad,500080,0,1,0,
14-11-2025,andhra pradesh,karimnagar,505415,1,0,0,
14-11-2025,andhra pradesh,karimnagar,505505,2,0,0,
14-11-2025,andhra pradesh,khammam,507167,1,1,0,
14-11-2025,andhra pradesh,mahabub nagar,509001,1,0,0,
14-11-2025,andhra pradesh,mahabub nagar,509127,0,1,0,
14-11-2025,andhra pradesh,mahabub nagar,509406,1,0,0,
14-11-2025,andhra pradesh,mahbubnagar,509129,0,1,0,
14-11-2025,andhra pradesh,mahbubnagar,509203,1,0,0,
14-11-2025,andhra pradesh,n. t. r,520008,0,0,1,
14-11-2025,andhra pradesh,nalgonda,508210,2,0,0,
14-11-2025,andhra pradesh,nizamabad,503002,1,0,0,
14-11-2025,andhra pradesh,nizamabad,503165,1,0,0,
14-11-2025,andhra pradesh,nizamabad,503224,1,0,0,
14-11-2025,andhra pradesh,nizamabad,503245,1,0,0,
14-11-2025,andhra pradesh,rangareddi,500035,1,0,0,
14-11-2025,andhra pradesh,rangareddi,501505,0,1,0,
14-11-2025,andhra pradesh,warangal,506134,1,0,0,
14-11-2025,andhra pradesh,warangal,506164,1,0,0,
14-11-2025,assam,karimganj,788709,3,2,0,
14-11-2025,assam,karimganj,788725,3,1,0,
14-11-2025,assam,karimganj,788726,1,0,0,
14-11-2025,assam,karimganj,788734,2,6,0,
14-11-2025,bihar,east champaran,845413,1,0,0,
14-11-2025,bihar,east champaran,845420,0,1,0,
14-11-2025,bihar,east champaran,845424,0,1,0,
14-11-2025,bihar,east champaran,845427,1,1,0,
14-11-2025,bihar,east champaran,845433,1,9,3,
14-11-2025,bihar,east champaran,845435,1,2,0,
14-11-2025,bihar,west champaran,845103,0,2,1,
14-11-2025,chhattisgarh,baloda bazar,493113,2,0,0,
14-11-2025,chhattisgarh,baloda bazar,493195,1,0,0,
14-11-2025,chhattisgarh,baloda bazar,493228,2,0,0,
14-11-2025,chhattisgarh,kawardha,491559,11,3,0,
14-11-2025,chhattisgarh,khairagarh chhuikhadan gandai,491881,2,0,0,
14-11-2025,chhattisgarh,koriya,497449,1,1,0,
14-11-2025,delhi,north east delhi,110093,8,5,0,
14-11-2025,delhi,north west delhi,110033,10,2,0,
14-11-2025,delhi,north west delhi,110035,3,1,0,
14-11-2025,delhi,north west delhi,110040,3,3,1,
14-11-2025,delhi,north west delhi,110052,4,1,0,
14-11-2025,delhi,north west delhi,110086,21,3,0,
14-11-2025,delhi,south west delhi,110073,2,0,0,
14-11-2025,delhi,south west delhi,110077,3,3,0,
14-11-2025,delhi,south west delhi,110078,4,0,0,
14-11-2025,gujarat,dohad,389155,6,1,0,
14-11-2025,haryana,gurgaon,122001,11,2,2,
14-11-2025,haryana,gurgaon,122004,1,1,0,
14-11-2025,haryana,gurgaon,122005,1,0,0,
14-11-2025,haryana,gurgaon,122414,1,0,0,
14-11-2025,haryana,mewat,122105,12,0,0,
14-11-2025,madhya pradesh,east nimar,450117,4,6,0,
14-11-2025,madhya pradesh,east nimar,450551,0,1,0,
14-11-2025,madhya pradesh,hoshangabad,461223,7,1,0,
14-11-2025,madhya pradesh,hoshangabad,461661,3,0,0,
14-11-2025,madhya pradesh,hoshangabad,461775,3,3,0,
14-11-2025,madhya pradesh,hoshangabad,461990,3,1,0,
14-11-2025,madhya pradesh,west nimar,450881,1,0,0,
14-11-2025,maharashtra,ahmadnagar,413705,8,2,0,
14-11-2025,maharashtra,ahmadnagar,414003,2,0,0,
