date,state,district,pincode,bio_age_5_17,bio_age_17_
06-12-2025,gujarat,sabar kantha,383270,5,17
06-12-2025,gujarat,sabar kantha,383275,3,2
06-12-2025,gujarat,sabar kantha,383320,0,2
06-12-2025,gujarat,sabar kantha,383325,2,10
06-12-2025,gujarat,sabar kantha,383355,1,2
06-12-2025,gujarat,sabar kantha,383410,2,7
06-12-2025,gujarat,surendranagar,363035,4,2
06-12-2025,gujarat,surendranagar,363040,5,2
06-12-2025,gujarat,surendranagar,363320,3,2
06-12-2025,gujarat,surendranagar,363330,2,11
06-12-2025,gujarat,surendranagar,363427,1,7
06-12-2025,gujarat,surendranagar,363430,3,1
06-12-2025,gujarat,surendranagar,363530,2,10
06-12-2025,gujarat,surendranagar,382130,1,0
06-12-2025,gujarat,surendranagar,382765,8,1
06-12-2025,gujarat,dangs,394730,4,4
06-12-2025,haryana,yamunanagar,133105,0,1
06-12-2025,haryana,yamunanagar,135002,2,4
06-12-2025,haryana,yamunanagar,135101,11,14
06-12-2025,haryana,yamunanagar,135103,1,8
06-12-2025,jharkhand,saraikela kharsawan,833102,1,3
06-12-2025,jharkhand,saraikela kharsawan,833219,1,2
06-12-2025,punjab,sri muktsar sahib,151211,0,1
06-12-2025,punjab,sri muktsar sahib,152025,0,14
06-12-2025,punjab,sri muktsar sahib,152026,9,17
06-12-2025,punjab,sri muktsar sahib,152107,5,18
06-12-2025,punjab,sri muktsar sahib,152112,0,2
06-12-2025,punjab,s.a.s nagar,140301,0,5
06-12-2025,punjab,s.a.s nagar,140603,1,4
06-12-2025,punjab,s.a.s nagar,140604,0,1
06-12-2025,punjab,s.a.s nagar,160059,0,4
06-12-2025,punjab,s.a.s nagar,140110,0,5
06-12-2025,punjab,s.a.s nagar,140301,16,37
06-12-2025,punjab,s.a.s nagar,140307,3,5
06-12-2025,punjab,s.a.s nagar,140507,7,15
06-12-2025,punjab,s.a.s nagar,140601,7,6
06-12-2025,punjab,s.a.s nagar,160103,5,2
06-12-2025,telangana,kumuram bheem asifabad,504299,11,4
06-12-2025,telangana,medchal malkajgiri,500018,8,1
06-12-2025,telangana,medchal malkajgiri,500039,11,3
06-12-2025,telangana,medchal malkajgiri,500043,4,6
06-12-2025,telangana,medchal malkajgiri,500055,26,13
06-12-2025,telangana,medchal malkajgiri,500085,4,9
06-12-2025,telangana,medchal malkajgiri,500092,3,3
06-12-2025,telangana,medchal malkajgiri,500085,2,1
06-12-2025,telangana,warangal,505476,0,1
06-12-2025,telangana,warangal,506005,2,0
06-12-2025,telangana,warangal,506365,2,1
06-12-2025,telangana,warangal,505480,0,1
06-12-2025,telangana,warangal,506004,2,0
06-12-2025,telangana,warangal,506005,3,1
06-12-2025,telangana,warangal,506370,1,0
06-12-2025,telangana,yadadri bhuvanagiri,508284,1,3
06-12-2025,telangana,yadadri bhuvanagiri,508285,2,0
06-12-2025,tripura,dhalai,799264,4,3
06-12-2025,tripura,dhalai,799284,42,15
06-12-2025,tripura,dhalai,799204,0,2
06-12-2025,tripura,gomati,799120,2,1
06-12-2025,tripura,north tripura,799256,10,4
06-12-2025,tripura,north tripura,799269,0,2
06-12-2025,tripura,south tripura,799114,3,7
06-12-2025,tripura,south tripura,799125,5,6
06-12-2025,tripura,south tripura,799143,13,15
06-12-2025,tripura,south tripura,799145,9,23
06-12-2025,tripura,south tripura,799155,13,25
06-12-2025,tripura,south tripura,799159,0,1
06-12-2025,tripura,unakoti,799288,3,3
06-12-2025,tripura,west tripura,799002,7,8
06-12-2025,tripura,west tripura,799009,5,3
06-12-2025,tripura,west tripura,799100,5,7
06-12-2025,tripura,west tripura,799102,11,33
06-12-2025,tripura,west tripura,799203,15,13
06-12-2025,tripura,west tripura,799210,10,7
06-12-2025,tripura,west tripura,799212,14,2
06-12-2025,uttar pradesh,bara banki,225414,0,2
06-12-2025,uttar pradesh,bara banki,227301,1,0
06-12-2025,madhya pradesh,khandwa (east nimar),450117,9,7
06-12-2025,madhya pradesh,khargone (west nimar),451111,8,10
06-12-2025,madhya pradesh,khargone (west nimar),451332,24,27
06-12-2025,madhya pradesh,khargone (west nimar),451660,4,9
06-12-2025,maharashtra,mumbai,400007,7,1
06-12-2025,maharashtra,mumbai,400012,13,2
06-12-2025,maharashtra,mumbai,400015,5,4
06-12-2025,maharashtra,mumbai,400017,23,8
06-12-2025,maharashtra,raigad,402105,17,15
06-12-2025,maharashtra,raigad,402301,14,9
06-12-2025,maharashtra,raigad,402304,7,4
06-12-2025,maharashtra,raigad,402305,0,3
06-12-2025,maharashtra,raigad,410210,27,24
06-12-2025,maharashtra,raigad,410218,23,17
06-12-2025,maharashtra,raigad,410220,8,2
06-12-2025,maharashtra,raigad,415213,1,2
06-12-2025,maharashtra,raigad,410205,0,1
06-12-2025,maharashtra,raigad,410208,0,1
06-12-2025,manipur,bishnupur,795134,7,3
06-12-2025,manipur,churachandpur,795133,2,0
06-12-2025,manipur,churachandpur,795139,2,1
06-12-2025,manipur,senapati,795002,0,2
06-12-2025,manipur,senapati,795107,3,2
06-12-2025,manipur,senapati,795129,5,5
06-12-2025,manipur,tamenglong,795125,2,2
06-12-2025,manipur,thoubal,795149,5,4
06-12-2025,manipur,ukhrul,795010,0,2
06-12-2025,nagaland,dimapur,797103,28,7
06-12-2025,nagaland,dimapur,797112,95,49
06-12-2025,nagaland,dimapur,798621,1,0
06-12-2025,nagaland,longleng,798625,5,4
06-12-2025,nagaland,niuland,797115,1,0
06-12-2025,nagaland,peren,797101,6,6
06-12-2025,nagaland,tuensang,798601,0,1
06-12-2025,nagaland,tuensang,798612,18,11
06-12-2025,nagaland,wokha,797100,1,0
06-12-2025,nagaland,wokha,797111,5,8
06-12-2025,uttar pradesh,sant kabir nagar,221301,9,15
06-12-2025,uttar pradesh,sant kabir nagar,221304,11,16
06-12-2025,uttar pradesh,sant kabir nagar,221314,6,5
06-12-2025,uttar pradesh,sant kabir nagar,221402,5,14
06-12-2025,uttar pradesh,sant kabir nagar,221404,19,22
06-12-2025,telangana,kumuram bheem asifabad,504294,3,1
06-12-2025,telangana,kumuram bheem asifabad,504296,7,7
06-12-2025,telangana,kumuram bheem asifabad,504311,0,1
06-12-2025,telangana,medchal malkajgiri,500037,9,7
06-12-2025,telangana,medchal malkajgiri,500062,7,7
06-12-2025,telangana,medchal malkajgiri,500078,1,0
06-12-2025,telangana,medchal malkajgiri,500083,1,12
06-12-2025,telangana,medchal malkajgiri,500101,2,0
06-12-2025,telangana,medchal malkajgiri,500039,5,1
06-12-2025,telangana,medchal malkajgiri,500043,3,1
06-12-2025,telangana,medchal malkajgiri,500056,7,2
06-12-2025,telangana,medchal malkajgiri,500083,0,1
06-12-2025,telangana,warangal,506134,1,0
06-12-2025,telangana,warangal,505471,1,0
06-12-2025,telangana,warangal,506002,13,7
06-12-2025,telangana,warangal,506009,2,0
06-12-2025,telangana,yadadri bhuvanagiri,508111,2,2
06-12-2025,telangana,yadadri bhuvanagiri,508277,4,2
06-12-2025,tripura,dhalai,799285,9,2
06-12-2025,tripura,dhalai,799286,11,2
06-12-2025,tripura,dhalai,799287,2,2
06-12-2025,tripura,dhalai,799288,0,1
06-12-2025,tripura,dhalai,799289,11,11
06-12-2025,tripura,gomati,799013,4,1
06-12-2025,tripura,gomati,799125,1,0
06-12-2025,tripura,khowai,799203,32,1
06-12-2025,tripura,north tripura,799251,16,4
06-12-2025,tripura,north tripura,799271,1,5
06-12-2025,tripura,sepahijala,799100,11,2
06-12-2025,tripura,sepahijala,799130,2,4
06-12-2025,tripura,sepahijala,799131,13,8
06-12-2025,tripura,south tripura,799045,1,0
06-12-2025,tripura,south tripura,799150,1,7
06-12-2025,tripura,west tripura,799003,25,13
06-12-2025,tripura,west tripura,799004,23,23
06-12-2025,tripura,west tripura,799005,3,2
06-12-2025,tripura,west tripura,799103,3,27
06-12-2025,tripura,west tripura,799106,1,1
06-12-2025,tripura,west tripura,799201,8,14
06-12-2025,uttar pradesh,bara banki,225305,1,2
06-12-2025,uttar pradesh,rae bareli,229127,0,1
06-12-2025,uttar pradesh,sant kabir nagar,221303,9,7
06-12-2025,chhattisgarh,balrampur-ramanujganj,497118,17,8
06-12-2025,chhattisgarh,balrampur-ramanujganj,497224,20,8
06-12-2025,chhattisgarh,janjgir-champa,495661,0,1
06-12-2025,chhattisgarh,uttar bastar kanker,494333,19,10
06-12-2025,chhattisgarh,uttar bastar kanker,494635,13,2
06-12-2025,chhattisgarh,uttar bastar kanker,494669,18,12
06-12-2025,delhi,central,110008,20,10
06-12-2025,delhi,east,110031,23,25
06-12-2025,delhi,east,110053,2,2
06-12-2025,delhi,east,110092,38,34
06-12-2025,delhi,east,110094,0,1
06-12-2025,delhi,north,110054,4,23
06-12-2025,delhi,south,110016,15,5
06-12-2025,delhi,south,110024,10,7
06-12-2025,delhi,south,110030,21,41
06-12-2025,delhi,south,110044,34,55
06-12-2025,delhi,south,110076,13,14
06-12-2025,delhi,west,110018,67,58
06-12-2025,delhi,west,110026,2,2
06-12-2025,gujarat,panch mahals,388713,2,6
06-12-2025,gujarat,panch mahals,389232,0,4
06-12-2025,gujarat,panch mahals,389320,5,2
06-12-2025,gujarat,panch mahals,389341,5,10
06-12-2025,gujarat,panch mahals,389370,2,2
06-12-2025,gujarat,panch mahals,389380,6,7
06-12-2025,gujarat,sabar kantha,383010,2,5
06-12-2025,gujarat,sabar kantha,383215,7,8
06-12-2025,gujarat,sabar kantha,383220,1,2
06-12-2025,gujarat,sabar kantha,383225,2,1
06-12-2025,gujarat,sabar kantha,383235,2,8
06-12-2025,gujarat,sabar kantha,383316,1,1
06-12-2025,gujarat,sabar kantha,383434,1,1
06-12-2025,gujarat,surendranagar,363020,3,9
06-12-2025,gujarat,surendranagar,363115,2,0
06-12-2025,gujarat,surendranagar,363310,11,20
06-12-2025,gujarat,surendranagar,363425,1,1
06-12-2025,gujarat,surendranagar,363435,0,1
06-12-2025,gujarat,surendranagar,363440,4,4
06-12-2025,gujarat,surendranagar,363775,0,1
06-12-2025,gujarat,surendranagar,382745,4,1
06-12-2025,gujarat,surendranagar,382760,3,0
06-12-2025,gujarat,surendranagar,382775,3,0
06-12-2025,gujarat,dangs,394715,5,4
06-12-2025,gujarat,dangs,394716,3,8
06-12-2025,haryana,yamunanagar,133103,7,10
06-12-2025,haryana,yamunanagar,135021,4,12
06-12-2025,haryana,yamunanagar,135133,10,24
06-12-2025,jharkhand,saraikela kharsawan,831012,3,10
06-12-2025,jharkhand,saraikela kharsawan,832401,13,13
06-12-2025,jharkhand,saraikela kharsawan,832402,3,1
06-12-2025,jharkhand,saraikela kharsawan,832404,13,1
06-12-2025,jharkhand,saraikela kharsawan,833219,5,6
06-12-2025,jharkhand,saraikela kharsawan,831012,0,2
06-12-2025,jharkhand,saraikela kharsawan,832108,0,2
06-12-2025,jharkhand,saraikela kharsawan,832109,0,1
06-12-2025,jharkhand,saraikela kharsawan,833101,0,2
06-12-2025,jharkhand,saraikela kharsawan,833216,0,2
06-12-2025,madhya pradesh,khandwa (east nimar),450112,0,3
06-12-2025,madhya pradesh,khandwa (east nimar),450554,2,8
06-12-2025,madhya pradesh,khandwa (east nimar),450771,15,5
06-12-2025,madhya pradesh,khandwa (east nimar),450881,7,9
06-12-2025,madhya pradesh,khandwa (east nimar),450991,5,0
06-12-2025,madhya pradesh,khargone (west nimar),450551,2,0
06-12-2025,madhya pradesh,khargone (west nimar),450661,3,3
06-12-2025,madhya pradesh,khargone (west nimar),451115,12,9
06-12-2025,madhya pradesh,khargone (west nimar),451331,36,23
06-12-2025,maharashtra,mumbai,400005,4,3
06-12-2025,maharashtra,mumbai,400013,10,3
06-12-2025,maharashtra,mumbai,400016,13,3
06-12-2025,maharashtra,mumbai,400022,9,6
06-12-2025,maharashtra,mumbai,400025,7,2
06-12-2025,maharashtra,mumbai,400031,6,3
06-12-2025,maharashtra,raigad,402107,43,50
06-12-2025,maharashtra,raigad,402108,7,2
06-12-2025,maharashtra,raigad,402115,5,7
06-12-2025,maharashtra,raigad,402120,2,5
06-12-2025,maharashtra,raigad,402201,3,20
06-12-2025,maharashtra,raigad,402204,6,5
06-12-2025,maharashtra,raigad,402209,10,10
06-12-2025,maharashtra,raigad,402307,1,0
06-12-2025,maharashtra,raigad,402404,2,4
06-12-2025,maharashtra,raigad,410102,0,1
06-12-2025,maharashtra,raigad,410218,0,1
06-12-2025,manipur,chandel,795103,2,0
06-12-2025,manipur,jiribam,795115,0,1
06-12-2025,manipur,tamenglong,795126,1,2
06-12-2025,manipur,tamenglong,795141,4,7
06-12-2025,manipur,tamenglong,795146,0,1
06-12-2025,manipur,tamenglong,795159,0,3
06-12-2025,manipur,thoubal,795101,2,1
06-12-2025,manipur,thoubal,795138,14,20
06-12-2025,meghalaya,ri bhoi,793101,1,2
06-12-2025,meghalaya,ri bhoi,793105,2,0
06-12-2025,nagaland,chumoukedima,797106,0,1
06-12-2025,nagaland,dimapur,797117,10,3
06-12-2025,nagaland,kiphire,798612,0,1
06-12-2025,nagaland,kohima,797002,1,1
06-12-2025,nagaland,kohima,797003,0,4
06-12-2025,nagaland,mokokchung,798604,6,3
06-12-2025,nagaland,mokokchung,798613,1,1
06-12-2025,nagaland,mokokchung,798614,1,2
06-12-2025,nagaland,mokokchung,798615,1,1
06-12-2025,nagaland,mon,798622,2,8
06-12-2025,nagaland,niuland,797116,5,0
06-12-2025,nagaland,peren,797110,2,8
06-12-2025,nagaland,phek,797104,2,3
06-12-2025,nagaland,tseminyu,797109,1,0
06-12-2025,nagaland,tuensang,798611,1,0
06-12-2025,nagaland,zunheboto,797109,2,1
06-12-2025,punjab,sri muktsar sahib,152022,1,1
06-12-2025,punjab,sri muktsar sahib,152032,0,1
06-12-2025,punjab,s.a.s nagar,140306,0,2
06-12-2025,punjab,s.a.s nagar,160062,0,3
06-12-2025,punjab,s.a.s nagar,140306,2,7
06-12-2025,punjab,s.a.s nagar,140308,3,1
06-12-2025,punjab,s.a.s nagar,140604,1,1
06-12-2025,punjab,s.a.s nagar,147506,0,1
06-12-2025,west bengal,cooch behar,735122,2,3
06-12-2025,west bengal,cooch behar,735303,0,1
06-12-2025,west bengal,cooch behar,736146,2,2
06-12-2025,west bengal,cooch behar,736169,0,1
06-12-2025,west bengal,cooch behar,736207,0,1
06-12-2025,west bengal,north 24 parganas,700030,0,1
06-12-2025,west bengal,north 24 parganas,700119,3,5
06-12-2025,west bengal,north 24 parganas,700130,0,2
06-12-2025,west bengal,north 24 parganas,700131,1,0
06-12-2025,west bengal,north 24 parganas,743126,1,2
06-12-2025,west bengal,north 24 parganas,743223,0,1
06-12-2025,west bengal,north 24 parganas,743249,2,3
06-12-2025,west bengal,north 24 parganas,743411,0,1
06-12-2025,west bengal,north 24 parganas,743611,0,1
06-12-2025,west bengal,south 24 parganas,700105,0,2
06-12-2025,west bengal,south 24 parganas,743347,2,8
06-12-2025,west bengal,south 24 parganas,743374,1,7
06-12-2025,west bengal,south 24 parganas,743398,0,3
06-12-2025,west bengal,south 24 parganas,743503,2,12
06-12-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502114,2,1
06-12-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502291,5,4
06-12-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502300,1,4
06-12-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502301,3,1
06-12-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502314,0,3
06-12-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502325,0,4
06-12-2025,andhra pradesh,sri potti sriramulu nellore,524101,13,22
06-12-2025,andhra pradesh,sri potti sriramulu nellore,524201,32,34
06-12-2025,andhra pradesh,sri potti sriramulu nellore,524227,4,5
06-12-2025,andhra pradesh,sri potti sriramulu nellore,524240,3,4
06-12-2025,andhra pradesh,sri potti sriramulu nellore,524304,2,3
06-12-2025,andhra pradesh,sri potti sriramulu nellore,524305,5,8
06-12-2025,andhra pradesh,sri potti sriramulu nellore,524312,2,0
06-12-2025,andhra pradesh,sri potti sriramulu nellore,524315,10,14
06-12-2025,andhra pradesh,sri potti sriramulu nellore,524321,5,5
06-12-2025,andhra pradesh,sri potti sriramulu nellore,524323,8,3
06-12-2025,andhra pradesh,sri potti sriramulu nellore,524342,0,1
06-12-2025,andhra pradesh,sri potti sriramulu nellore,524414,0,2
06-12-2025,andhra pradesh,y.s.r. kadapa,516003,4,5
06-12-2025,andhra pradesh,y.s.r. kadapa,516216,1,1
06-12-2025,andhra pradesh,y.s.r. kadapa,516339,0,1
06-12-2025,andhra pradesh,y.s.r. kadapa,516411,1,0
06-12-2025,assam,cachar,788830,6,1
06-12-2025,assam,cachar,788931,4,2
06-12-2025,chhattisgarh,balrampur-ramanujganj,497001,3,1
06-12-2025,chhattisgarh,balrampur-ramanujganj,497225,18,25
06-12-2025,chhattisgarh,dakshin bastar dantewada,494449,10,28
06-12-2025,chhattisgarh,uttar bastar kanker,494334,31,15
06-12-2025,chhattisgarh,uttar bastar kanker,494670,21,15
06-12-2025,delhi,central,110005,17,18
06-12-2025,delhi,central,110012,8,17
06-12-2025,delhi,east,110096,18,19
06-12-2025,delhi,south,110017,16,13
06-12-2025,delhi,south,110080,13,12
06-12-2025,delhi,west,110027,31,40
06-12-2025,delhi,west,110043,8,8
06-12-2025,gujarat,panch mahals,389001,42,51
06-12-2025,gujarat,panch mahals,389110,24,3
06-12-2025,gujarat,panch mahals,389210,13,37
06-12-2025,gujarat,panch mahals,389265,0,1
06-12-2025,gujarat,panch mahals,389330,12,4
06-12-2025,gujarat,panch mahals,389360,3,7
06-12-2025,gujarat,panch mahals,389390,2,3
06-12-2025,gujarat,sabar kantha,383030,0,5
06-12-2025,gujarat,sabar kantha,383110,1,2
06-12-2025,gujarat,sabar kantha,383120,2,1
06-12-2025,gujarat,sabar kantha,383246,4,4
06-12-2025,gujarat,sabar kantha,383276,2,4
06-12-2025,gujarat,sabar kantha,383317,0,2
06-12-2025,gujarat,sabar kantha,383340,1,2
06-12-2025,gujarat,sabar kantha,383421,0,2
06-12-2025,gujarat,sabar kantha,383422,5,8
06-12-2025,gujarat,sabar kantha,383450,0,1
06-12-2025,gujarat,surendranagar,360055,0,1
06-12-2025,gujarat,surendranagar,363002,3,3
06-12-2025,gujarat,surendranagar,363421,4,4
06-12-2025,gujarat,surendranagar,363520,10,11
06-12-2025,gujarat,surendranagar,382245,1,0
06-12-2025,haryana,yamunanagar,133206,0,4
06-12-2025,haryana,yamunanagar,135003,19,21
06-12-2025,haryana,yamunanagar,135102,9,11
06-12-2025,haryana,yamunanagar,135106,1,6
06-12-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502032,4,7
06-12-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502102,7,4
06-12-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502115,0,1
06-12-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502281,0,1
06-12-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502295,1,2
06-12-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502310,0,1
06-12-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502312,0,3
06-12-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502334,3,6
06-12-2025,andhra pradesh,sri potti sriramulu nellore,524001,14,11
06-12-2025,andhra pradesh,sri potti sriramulu nellore,524003,7,10
06-12-2025,andhra pradesh,sri potti sriramulu nellore,524124,0,4
06-12-2025,andhra pradesh,sri potti sriramulu nellore,524126,8,11
06-12-2025,andhra pradesh,sri potti sriramulu nellore,524129,3,4
06-12-2025,andhra pradesh,sri potti sriramulu nellore,524131,0,7
06-12-2025,andhra pradesh,sri potti sriramulu nellore,524134,9,6
06-12-2025,andhra pradesh,sri potti sriramulu nellore,524222,3,6
06-12-2025,andhra pradesh,sri potti sriramulu nellore,524224,5,3
06-12-2025,andhra pradesh,sri potti sriramulu nellore,524230,3,3
06-12-2025,andhra pradesh,sri potti sriramulu nellore,524313,5,3
06-12-2025,andhra pradesh,sri potti sriramulu nellore,524322,13,8
06-12-2025,andhra pradesh,sri potti sriramulu nellore,524341,1,4
06-12-2025,andhra pradesh,sri potti sriramulu nellore,524403,0,4
06-12-2025,andhra pradesh,sri potti sriramulu nellore,524413,3,3
06-12-2025,andhra pradesh,y.s.r. kadapa,516310,1,0
06-12-2025,andhra pradesh,y.s.r. kadapa,516312,0,1
06-12-2025,andhra pradesh,y.s.r. kadapa,516359,0,1
06-12-2025,andhra pradesh,y.s.r. kadapa,516433,1,0
06-12-2025,andhra pradesh,y.s.r. kadapa,516501,1,0
06-12-2025,andhra pradesh,y.s.r. kadapa,516503,0,1
06-12-2025,assam,cachar,788819,7,0
06-12-2025,assam,cachar,788831,5,0
06-12-2025,maharashtra,mumbai,400001,3,1
06-12-2025,maharashtra,mumbai,400002,7,2
06-12-2025,maharashtra,mumbai,400008,24,7
06-12-2025,maharashtra,mumbai,400019,9,2
06-12-2025,maharashtra,mumbai,400033,14,6
06-12-2025,maharashtra,raigad,400703,0,2
06-12-2025,maharashtra,raigad,400707,2,0
06-12-2025,maharashtra,raigad,402101,1,6
06-12-2025,maharashtra,raigad,402102,0,4
06-12-2025,maharashtra,raigad,402103,11,8
06-12-2025,maharashtra,raigad,402104,5,12
06-12-2025,maharashtra,raigad,402110,7,10
06-12-2025,maharashtra,raigad,402116,6,6
06-12-2025,maharashtra,raigad,402203,2,14
06-12-2025,maharashtra,raigad,402303,5,11
06-12-2025,maharashtra,raigad,402306,3,3
06-12-2025,maharashtra,raigad,402309,10,6
06-12-2025,maharashtra,raigad,402402,0,2
06-12-2025,maharashtra,raigad,402403,3,4
06-12-2025,maharashtra,raigad,410205,19,14
06-12-2025,maharashtra,raigad,410207,12,14
06-12-2025,maharashtra,raigad,410221,7,8
06-12-2025,maharashtra,raigad,410206,0,7
06-12-2025,manipur,chandel,795101,1,2
06-12-2025,manipur,chandel,795131,3,4
06-12-2025,manipur,chandel,795135,6,2
06-12-2025,manipur,churachandpur,795124,1,2
06-12-2025,manipur,churachandpur,795128,27,16
06-12-2025,manipur,jiribam,795116,1,2
06-12-2025,manipur,senapati,795015,23,45
06-12-2025,manipur,senapati,795114,1,0
06-12-2025,manipur,senapati,795118,4,3
06-12-2025,manipur,senapati,795122,0,5
06-12-2025,manipur,senapati,795149,3,0
06-12-2025,manipur,senapati,795150,6,7
06-12-2025,manipur,tamenglong,795115,1,0
06-12-2025,nagaland,kiphire,798611,11,5
06-12-2025,nagaland,kohima,797101,0,2
06-12-2025,nagaland,longleng,798622,0,1
06-12-2025,nagaland,meluri,797114,1,19
06-12-2025,nagaland,mon,798602,2,3
06-12-2025,nagaland,mon,798621,12,14
06-12-2025,nagaland,noklak,798626,8,2
06-12-2025,nagaland,peren,797002,0,1
06-12-2025,nagaland,phek,797102,2,1
06-12-2025,nagaland,shamator,798628,1,0
06-12-2025,nagaland,tuensang,798616,3,1
06-12-2025,nagaland,zunheboto,798619,3,1
06-12-2025,jharkhand,saraikela kharsawan,831002,19,26
06-12-2025,jharkhand,saraikela kharsawan,832109,1,3
06-12-2025,jharkhand,saraikela kharsawan,832403,5,4
06-12-2025,jharkhand,saraikela kharsawan,833220,3,11
06-12-2025,jharkhand,saraikela kharsawan,832402,0,1
06-12-2025,jharkhand,saraikela kharsawan,832404,3,5
06-12-2025,jharkhand,saraikela kharsawan,833220,1,1
06-12-2025,madhya pradesh,khandwa (east nimar),450661,12,9
06-12-2025,madhya pradesh,khargone (west nimar),451113,13,21
06-12-2025,madhya pradesh,khargone (west nimar),451221,6,12
06-12-2025,madhya pradesh,khargone (west nimar),451224,12,10
06-12-2025,madhya pradesh,khargone (west nimar),451335,8,19
06-12-2025,madhya pradesh,khargone (west nimar),451440,7,5
06-12-2025,telangana,kumuram bheem asifabad,504273,0,1
06-12-2025,telangana,kumuram bheem asifabad,504293,14,5
06-12-2025,telangana,medchal malkajgiri,500016,0,1
06-12-2025,telangana,medchal malkajgiri,500049,1,3
06-12-2025,telangana,medchal malkajgiri,500067,3,0
06-12-2025,telangana,medchal malkajgiri,500068,1,1
06-12-2025,telangana,medchal malkajgiri,501301,3,6
06-12-2025,telangana,medchal malkajgiri,500014,1,0
06-12-2025,telangana,medchal malkajgiri,500078,1,0
06-12-2025,telangana,medchal malkajgiri,501301,1,0
06-12-2025,telangana,medchal malkajgiri,501401,2,0
06-12-2025,telangana,warangal,506122,2,1
06-12-2025,telangana,warangal,506164,5,0
06-12-2025,telangana,warangal,506331,3,2
06-12-2025,telangana,warangal,506349,6,1
06-12-2025,telangana,warangal,505102,1,0
06-12-2025,telangana,warangal,506003,5,1
06-12-2025,telangana,yadadri bhuvanagiri,508112,13,1
06-12-2025,telangana,yadadri bhuvanagiri,508116,3,2
06-12-2025,telangana,yadadri bhuvanagiri,508253,2,0
06-12-2025,tripura,dhalai,799273,11,9
06-12-2025,tripura,dhalai,799275,10,7
06-12-2025,tripura,gomati,799105,10,5
06-12-2025,tripura,gomati,799116,7,1
06-12-2025,tripura,north tripura,799254,9,3
06-12-2025,tripura,north tripura,799262,8,3
06-12-2025,tripura,north tripura,799270,6,7
06-12-2025,tripura,north tripura,799279,3,1
06-12-2025,tripura,north tripura,799280,0,2
06-12-2025,tripura,north tripura,799281,1,2
06-12-2025,tripura,sepahijala,799153,1,0
06-12-2025,tripura,south tripura,799013,1,3
06-12-2025,tripura,south tripura,799101,8,14
06-12-2025,tripura,south tripura,799104,3,5
06-12-2025,tripura,south tripura,799156,3,9
06-12-2025,tripura,unakoti,799277,12,5
06-12-2025,tripura,west tripura,799015,4,4
06-12-2025,tripura,west tripura,799035,11,9
06-12-2025,tripura,west tripura,799115,5,10
06-12-2025,tripura,west tripura,799130,23,5
06-12-2025,tripura,west tripura,799181,4,12
06-12-2025,tripura,west tripura,799205,1,3
06-12-2025,tripura,west tripura,799207,3,7
06-12-2025,tripura,west tripura,799211,24,16
06-12-2025,uttar pradesh,bara banki,225003,0,1
06-12-2025,uttar pradesh,bara banki,225121,1,1
06-12-2025,uttar pradesh,bara banki,225206,1,2
06-12-2025,uttar pradesh,bara banki,225412,0,5
06-12-2025,uttar pradesh,sant kabir nagar,221306,4,5
06-12-2025,uttar pradesh,sant kabir nagar,221308,1,12
06-12-2025,uttar pradesh,sant kabir nagar,221309,2,3
06-12-2025,uttar pradesh,sant kabir nagar,221310,3,5
06-12-2025,punjab,sri muktsar sahib,152031,2,7
06-12-2025,punjab,sri muktsar sahib,152101,4,16
06-12-2025,punjab,sri muktsar sahib,152115,0,1
06-12-2025,punjab,s.a.s nagar,140507,0,1
06-12-2025,punjab,s.a.s nagar,140601,0,1
06-12-2025,punjab,s.a.s nagar,140413,0,2
06-12-2025,punjab,s.a.s nagar,140501,6,17
06-12-2025,punjab,s.a.s nagar,140901,4,0
06-12-2025,punjab,s.a.s nagar,160062,4,4
06-12-2025,punjab,s.a.s nagar,160071,2,0
07-12-2025,telangana,kumuram bheem asifabad,504295,0,4
07-12-2025,telangana,kumuram bheem asifabad,504299,1,2
07-12-2025,telangana,kumuram bheem asifabad,504313,0,3
07-12-2025,telangana,medchal malkajgiri,500040,1,2
07-12-2025,telangana,medchal malkajgiri,500067,0,1
07-12-2025,telangana,medchal malkajgiri,500072,1,6
07-12-2025,telangana,medchal malkajgiri,500056,2,0
07-12-2025,telangana,medchal malkajgiri,500087,1,1
07-12-2025,telangana,medchal malkajgiri,500090,1,0
07-12-2025,telangana,medchal malkajgiri,501401,2,0
07-12-2025,telangana,warangal,506122,1,1
07-12-2025,telangana,warangal,506001,3,0
07-12-2025,telangana,warangal,506002,5,5
07-12-2025,telangana,warangal,506009,1,0
07-12-2025,telangana,warangal,506151,1,0
07-12-2025,telangana,yadadri bhuvanagiri,508101,1,0
